Aircraft,CabinFlown,CabinStaffService,DateFlown,FoodAndBeverages,GroundService,InflightEntertainment,Recommended,Route,SeatComfort,Textchunk,TypeOfTraveller,ValueForMoney,WifiAndConnectivity
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,It takes you back to the days when airlines actually cared for the customers and they were not just a seat number. The cost of the flight was perfect for our budget. We took advantage of a 30% discount that was offered during Christmas time. They gave us the opportunity to choose the seat we wanted on the flight. The aircraft was clean and for it's size comfortable. The cabin crew were courteous. It was nice getting a glass for drinks rather than a can or a paper/plastic cup. They also provided a delicious snack during the flight. There was no extra charge for a glass of wine. Check in great - they have kiosks set up so it take only moments to check in. Pleasant waiting for the flight in a very comfortable lounge area and again provided with refreshments at no extra charge.,nan,4.0,nan
Bombardier Dash 8 Q400,Economy Class,5.0,May 2018,5.0,5.0,nan,yes,Montreal to Toronto,5.0," |  Montreal to Toronto. First time with Porter and I was pleased with the service. The check-in desk had a small issue with my passport details but this was sorted out with no complaints. Boarding was very quick as my flight has only 20 passengers. Departure from Montreal was on time. The seats were really comfortable and crew were friendly. Inflight service was a beer and a bag of chips, which was generous for a really short flight. Arrival into Toronto was on time and as I did not have any checked luggage I was at the terminal exit in just under one minute. It's great they have a free shuttle bus service to Union Station - that saves passengers a bit of money. Will be happy to fly with Porter again in future.",Solo Leisure,5.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,no,nan,nan,I have used Porter for booking business flights for management and colleagues and in the past year we have had numerous cancellations of flights with very little or no notice. Porter should not claim to have so many flights per day to certain destinations when they cancel flights on a whim because there is not enough people on them. I would not recommend this airline for anyone using it for business travel unless they allow themselves a huge window prior to their first meeting or chances are they won't make it as their flight very likely will be cancelled and they will be bumped to later in the day.,nan,1.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,First time flying with Porter from Halifax to St. John's and return this week. Very good service cabin crew on both flights very professional. Check in staff at both airports very good. Flight from St. John's was delayed due to weather and received e-mail notice before heading to the airport so did not have to hang around the airport.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,Hospitality and care is outstanding. Cabin comfort seats and leg room all appreciated. Check in than pleasant and accommodating.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,Toronto-Newark. Great first experience with Porter. A hassle free getaway from Toronto convenient island airport downtown. I appreciated that all the extras like baggage wifi snacks transfers were free - I hope they don't change. The lounge was modern and comfortable enough with frequent updates on flights delayed due to weather. The cafe area in the terminal was a nice touch but was a bit messy when I arrived and the toilet needed a bit of freshening up too. Onboard cabin was clean legroom great service friendly and professional. Tiny onboard snack served and a real glass of wine. Can't complain. Good value great service on the ground and in the air. Something that seems to be a thing of the past for most of the big US airlines.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,NYC to Toronto and delighted by Toronto waiting lounge. The airport is extremely convenient to downtown Toronto (arriving we walked to the new Thompson hotel. Returning we took a cab for about $8.) The waiting lounge in Toronto features seating for 2-4 people with small tables reading lamps and low screens so that every seating section feels semi-private. They also offer complimentary coffee tea sodas and snacks (nuts Walker's shortbread). I found the check-in and waiting experience convenient and pleasant.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,Toronto to Chicago Midway was outstanding. I had to reschedule last-minute and had this done with no questions asked for a pittance. The experience at Toronto airport is civilized. Check- in staff friendly and the same number of agents (check-in and waiting lounge) would probably serve like 20 times more people at a regular airport. In the lounge free wi-fi espresso teas soft drinks munchables papers power plugs and fabulous views of the city. On the plane there was some tasty food and drinks served in china and glassware. And when we arrived our bags were waiting for us taken off the belt with handles pulled out. How's that for a nice touch? Plus the immigration at Midway is a breeze. I enjoyed the lack of commercial outlets around the airport - this is down to taste but do you really want to pass through rows of greasy spoon and faux haute couture establishments on your way to the plane? The only legitimate concern remains their apparent willingness to cancel flights.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,EWR-YTZ return. Have not experienced flight cancellation/consolidation with Porter in three trips thus far in spite of having two flights being nearly empty! YTZ is immensely convenient and in spite of some lower fares to YYZ they rarely make up for the increased stress taxi fare and time that comes with flying into Pearson. Porter is much more stress- free. Good cabin and service for short-haul excellent ground staff in YTZ - nearly missed my flight and they managed to get me from the ferry to the gate in 5 minutes flat (do not recommend trying this intentionally however)! Good service and value but VIPorter frequent flier program needs work - coordination with booking system and check-in is poor (name on VIPorter didn't match passport name necessitating a few annoying calls). Also wish you could select a seat in advance.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,Very friendly staff in the airports and the plane. Planes clean and comfortable - only two seats per side. Web site good. Free snacks/sandwich and drinks for economy. Planes are turbo prop but modern and appear well maintained and running three flights a day from St. John's to Halifax.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,no,nan,nan,A 40 min flight from Windsor-Toronto took 6.5 hrs. What a disappointment. Spending so much money on advertising and not ensuring customer satisfaction is a waste of your resources. Toronto is very sophisticated and smoothly operated. Some compensation should be offered more than a $12 luncheon voucher. I am very disappointed. Next time I will be driving to Windsor not flying Porter.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,no,nan,nan,"Toronto-Chicago. Incoming aircraft was delayed due to weather from departure city. Aircraft was boarded at 8:10pm. Flight is further delayed. Reason scheduled flight crew cannot exceed 14 consecutive hrs of flight time. Aircraft is de-boarded and passengers must wait for a new aircraft and flight crew. No updates. At 10:10pm was offered a small box of refreshments. Contents: 1 cold muffin and a yoghurt. At 11:00pm announcement was made. Flight is cancelled. Next flight tomorrow morning at 9:00am. No offers for a hotel or cab fare. What was stated by the ground crew ""we need to clear the building as quickly as possible because the last island ferry is at midnight"". This is the experience from a first time passenger of Porter airlines.",nan,1.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,Montreal-Toronto. Morning flight. The night before there had been weather related issues that disrupted the positioning of crew and equipment resulting in cancelled and delayed flights in the morning. It happens and one cannot blame an airline for that. However the ground communication was not good. Porter has a problem in providing updates at the best of times. Although I received an email I was already at the airport when it arrived. I noted that the flight crew was at the gate and one of the additional delays was due to there not being a flight plan issued for the already delayed flight. I am usually a big fan of Porter's inflight service but the service on this flight was poor. All I wanted was a glass of water. The FAs forgot our row and the one behind us. Minor issue but when added to the flight delay and poor management of the situation it put me into a grumpy mood. It was my worst Porter flight experience. Porter is the preferred commuter line for business travellers and on this day it successfully encouraged a great many to consider the alternative Air Canada service into the airport. I hope Porter improves as I do like the airline but its slipping bit by bit and will see this reflected in the loss of passengers as they return to the AC shuttle flights.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,Montreal to Toronto. Friendly crew and ground staff and super comfortable plane. I was most impressed with their lounge in Toronto with all the freebees.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,no,nan,nan,Very poor performance and communications by Porter at Toronto. After telling us the inbound flight was in the air they kept delaying the departure time over and over. 4 hours later we were still not gone. First time on Porter and last time ever. Lounge is nice but no real food - cookies is not good when flights are delayed.,nan,1.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,The staff and the service amazing we just flew to Halifax from St Johns Newfoundland. It was prompt and very helpful staff were fantastic offered help and anything that we need we a deaf bowling team and they treat us just like anyone else.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,An excellent flight over the Easter weekend from Ottawa to Toronto - the lounge in both airports are great and a pleasant surprise to those used to flying Air Canada economy. Ditto for the free lunch on Easter Monday. Excellent service throughout the entire journey - I'd fly with them in a heartbeat.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,When the destination I am going to is covered by Porter I do not hesitate to book my flight with them. Good things about Porter - lounge at YTC is amazing no waiting in line at security in contrast to YYZ-T1 on a Monday morning. They handle fragile Items in a remarkable way. Downside - not very nice staff when checking in luggage. Expensive over weight and extra luggage charges.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,Toronto to Montreal. The check-in was simple and waiting lounge was amazing with comfy chairs free drinks and snacks as well as free internet. The plane seats were leather and wide free snack and alcoholic drinks also a plus.This was definitely a great experience and I would definitely fly Porter again!,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,no,nan,nan,I used to be a huge Porter Airline fan but recently I have found that their service has gone downhill. They've canceled 3 out of my 4 last flights at the last minute (presumably because the flights were not full and they wanted to consolidate volume on a less traveled route) leaving me stranded. Their call center was rude and unhelpful when I tried to rebook - such a contrast to the service I received when calling to change reservations just a year ago! I'd recommend avoiding Porter at least until their service and reliability improve.,nan,1.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,Toronto to Boston return. A problem with booking was solved extremely quickly via email. Their lounge in Toronto was excellent for an economy-class ticket (free wifi snacks and coffee). As an added plus there was a free seat next to me on both legs. Above all that cheaper than Air Canada and American Airlines.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,Return-trip to Toronto from Sudbury and although delayed for 1.5 hours in Sudbury staff were informative courteous on the ground and in the air they offered as much as we could eat and drink. Return trip was flawless on-time great service and always with a smile at an affordable price.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,no,nan,nan,Had my whole family aboard on a new flight route from Toronto to Burlington Vermont return. On arrival in Burlington (a flight that takes just over a hour) they kept everyone waiting to go through customs at a separate building then bussed passengers to baggage claim. It took over an hour for the baggage to arrive. On the return flight to Toronto the flight took off a hour late with no milk onboard for 2 toddlers.,nan,1.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,Best experience ever! I was very impressed with Porter. From the private lounge with computers to use free snack area to flight crew - who doesn't love free booze? Great lunch sandwich and cookies!,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,London to New York then NYC to Toronto. The outbound flight was delayed due to fog but they were lovely about it and let us off the plane. They explained several times and didn't leave us hanging. Staff were accommodating. My luggage was over the limit as I had flown premium from London to NYC and that allows me two cases. They were understanding. On my return I was worried as my luggage was even heavier but I explained that I was going back to London and they were lovely. Free coffee and shortbread was a nice extra. The flight was on time and I would use them again.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,This was my first experience flying Porter and it won't be my last. From the moment I got to the Ottawa airport to check-in I was pleased. The agent at the counter was friendly and helpful. She proceeded to inform me of my departure gate and where the Porter lounge was and to help myself to anything I wanted. Onboard the attendants were helpful and attentive once in the air we were served a box lunch wasn't expecting this at all (considering it's only a 45 mins flight from Ottawa to Toronto) and a beverage of your choice. Arrived at Billy Bishop airport in time for my connecting flight to Windsor.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,Windsor to Ottawa. Windsor airport lacks services in general. The Porter staff were friendly and check-in easy. The lounges in Ottawa and Toronto were quite comfortable and it was a plus to have the free Internet access. The snacks are certainly an upgrade from anything offered on other carriers and the flight costs were far more affordable.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,YQM-YOW-YTZ. Check-in was easy at YQM with polite staff. Bright airy cabin clean-smelling inside the cabin comfortable leather seats with generous space between each row. Professional flight attendants because of a quick turn around at Ottawa before continuing to Toronto we were served food and drinks twice. Both times we were given a box containing a sandwich a salad and a piece of chocolate candy plus the drinks service. Even though it's not warm food its tasty better than pretzels and appreciated on a short flight. The flight was smooth and we landed in Toronto 20 mins ahead of schedule.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,Round Trip from Chicago to Toronto and back to Chicago. They have a very nice lounge in Toronto which I got to experience when flying back to Chicago. Free use of the computer internet free snacks juice etc. The airlines really tries to take care of you in terms of making you comfortable. My flight was only 1 hr 30 mins and they gave out snacks. Great value for money with nice extras provided.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,Porter from Chicago Midway-Toronto. Excellent trip best flight we've had in years. Staff was good plane with just two seats each side and lots of leg room for normal size people. Lounge in Toronto very nice with free beverages snacks and WI-FI.. There is a free shuttle to the Fairmount Royal York Hotel which is a central location.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,Having heard great things about Porter though friends and online I was eager to give them on a try on a recent trip to Toronto. I was quite pleased with the service and professionalism displayed by employees. All my flights were on time aircraft's clean and airport personnel were helpful. Porter offers an excellent meal service for being a regional airline on short flights. Although they are small it's still a very nice touch. The terminal in Toronto is fantastic however there was a real shortage of seating on my recent trip.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,First time flying Porter Chicago Midway to Quebec City via Toronto round trip. Bottom line: excellent. Arrived in Toronto and was a bit confused on how to transfer to the connection. Coming into Canada from USA one retrieves checked bag (even though checked through) and goes through Canadian customs. Once through customers one takes it upstairs to connecting flight bag transfer where it is scanned and sent on its way to the connecting flight. On the return to the USA this step is not necessary since USA passport control and customs is done at the USA destination airport in my case Midway in Chicago - which was very fast. I echo the comments of others pleased with on board services. The only thing that would make Porter even better from my point of view would be to add on board wi-fi. One additional suggestion I would add is to always check in at the Porter service desk once you get in your lounge (they have a USA bound lounge and a domestic Canadian destination lounge). For web check in travelers which I was one there is an added security step that they need to do. I had thought this was done in Quebec city but apparently they had missed that. In any case my first trip with Porter certainly won't be my last.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,no,nan,nan,A disappointing first Porter experience. Ready to take airport shuttle from Guelph to Toronto at 10 am when we happened to check our email at 9.15 am and found an email sent at 9.02 am saying flight cancelled and if we wanted to take a later flight we had to go to web check in. Tried to go to web check in but only one of two of our reserved seats showed up and there were no two available seats next to each other and web check in would not let us proceed to next screen. Had to call Porter and was told two seats beside each other weren't available and to speak to FA when boarding. Refunded both seat reservation fees but not willing to compensate in any other way. Told that flight was cancelled because of a maintenance issue. Enough to make a suspicious person suspicious - trying to consolidate flights? Won't fly Porter again.,nan,1.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,First time flying Porter from Newark to Quebec City. My originally booked flight was cancelled and I was moved to an earlier flight. Luckily I was still able to get to Newark in time for my flight. I was slightly concerned about the time between flights but border control and customs was very quick even with having to retrieve my checked bag. My second flight was a little delayed but less than an hour. Staff was great seats were fine food was decent and beverages were served in glass! I would fly Porter again.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,Washington (IAD) - Toronto City (YTZ). Had a pretty good flight on my first flight with Porter. Friendly service throughout from boarding to leaving the aircraft. Really comfortable leather seats (2x2 configuration) and enough leg room. Served snacks (almonds or crisps) with drink (water or alcohol). Enjoyed the real glass provided and inflight magazine was printed on quality paper (small details make the difference after all). Flight took off on time arrived 5 minutes early. Had to take the ferry/bus to reach downtown - but was provided and very convenient. No Inflight entertainment however.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,Washington Dulles-Toronto return. The pros are many: no fee baggage check (result: faster trip through security and time to gate faster boarding as fewer passengers try to stow oversized bags onboard) friendly flight crew and free inflight beverages (including wine or beer) served in glasses. Comfortable leather seats arrival in downtown Toronto at smaller airport (result: quick trip through border patrol quick retrieval of checked bags and quick trip to downtown (on free shuttle bus provided by Porter). Business class style lounge at Toronto airport with free beverages and light snacks (result: again you are treated like you matter). No real cons to speak of on this trip. On-time flights with all of the above.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,no,nan,nan,Washington Dulles to Toronto. Had made online seat selection. Seat confirmed at check-in and issued boarding pass. Then boarding pass checked at gate again. Went to seat and found another passenger who had same seat issued. Flight attendant was not very pleasant and had us wait while she boarded other passengers. Fortunately another seat was available. How can 3 different seat checks miss a double seat booking?,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,Toronto to Halifax. Service was great flight attendants friendly and cheerful. Little touches like free water tea coffee or juice were great. Free beverages and meals are good and finally the price was also great.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,Return trip from Newark to Toronto. This was our fourth flight in as many weeks on Porter and we are both VIP Porter members. Booked on the 6.15 but our business in NYC finished earlier than expected we arrived at Newark to get on the earlier 4pm flight. We were then told we had to wait over 3 hours as we had booked firm fare. We sat for 3 hours and watched the half empty 4pm leave before boarding our nearly full 6.15.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,All employees gave an excellent service. Very comfortable hassle free departure lounge with free snacks and Internet access. This level of service transferred to the flight also Toronto to Boston with a personable crew comfortable leather seats and again a free tasty lunch and wine in real glasses. I just wish that we had a comparable airline here in the UK.,nan,4.0,nan
nan,Economy Class,3.0,nan,3.0,nan,3.0,no,nan,3.0,My husband's flight was cancelled tonight because of bad weather as well as the other remaining flight this evening. Porter did not offer him any compensation for a hotel room or meals because the agent said it was an act of God. So he is given $0 and told they cannot rebook on a flight back to MTL before 4pm. We wouldn't fly them again you get what you pay for.,nan,2.0,nan
nan,Economy Class,1.0,nan,2.0,nan,2.0,no,nan,1.0,I have found that the airline has drastically gone downhill. Customer service used to be friendly and helpful and it is now surly and impatient. The flights I take on a frequent basis are very often cancelled or moved with no notice yet if you ask for any assistance there is absolutely no attempt to be helpful. All in all an airline that used to be good and has lost a business flying customer.,nan,nan,nan
nan,Economy Class,2.0,nan,3.0,nan,nan,yes,nan,4.0,My colleague and I booked our seats separately and asked if we could sit together (PD421 - Toronto to Montreal Jan 23). The young lady behind the counter in the lounge said the flight was full and we would have to ask customers on the plane ourselves. We asked twice and got the same answer. When we got on the plane it was half empty. Needless to say we sat together but were both surprised since Porter is known for their extra mile service. Sloppy was among our comments. Rethinking Air Canada if Porter gives the same attitude.,nan,5.0,nan
nan,Economy Class,3.0,nan,3.0,nan,2.0,no,nan,3.0,Outrageous baggage fee policy. Paid $90 for an extra piece total weight only 80 lbs too bags and to know the bag I paid $90 did not even get placed on the plane and had to go back to airport the following day to retrieve the bag. Definitely not premium service for premium charges. Be cautious of lower fares because you may get charged others ways. Totally unreasonable baggage fees.,nan,1.0,nan
nan,Economy Class,4.0,nan,5.0,nan,nan,yes,nan,5.0,Flew YHZ-YTZ one-way with a brief stop in YUL. Despite leaving 30 minutes late due to mechanical problems earlier in the day we arrived almost on time. Cabins were modern and comfortable and the provided beverages/snacks were quite nice - the free wine was a nice touch too. Ground staff in-flight attendants and pilots all seemed to share a camaraderie I haven't seen too often when flying. And very reasonable prices too. YTZ is a great airport as well - real easy to get out of.,nan,5.0,nan
nan,Economy Class,3.0,nan,5.0,nan,nan,yes,nan,4.0,YTZ-EWR return. On outbound leg flight was slightly delayed but arrived on time in EWR. Lounge at YTZ brilliant with convenient WiFi access. Boarding smooth and without delays GatePorter service is fantastic for carry-on items too big for the passenger cabin. Flight not entirely full and fantastic food and beverage choices surprisingly served in glass instead of plastic. On return pleasant surprise at EWR lounge which is always kept replenished with many choices for food and drink. No inflight entertainment but this is not missed on flights underneath 2 hours. Staff service mediocre and leaves much to be desired on both legs - no smiles and stiff service though helpful upon request. Plane small but seats comfortable. Overall a fabulous experience lying with Porter that could be slightly improved with more warm staff service - would love to fly them again.,nan,5.0,nan
nan,Economy Class,5.0,nan,4.0,nan,2.0,yes,nan,4.0,I have mixed feelings about Porter. I have found flights between Ottawa and Toronto are getting cancelled more and more often. Sure they'll bump you to an earlier flight if there is room but they are also quick to cancel your flight and leave you stranded for another hour or four in the airport. It's not bad in Ottawa as you can walk around (just a huge inconvenience) but in Toronto it means you're stuck at a tiny airport with nothing to do! The lounges are nice and it's great to get wifi service but if these flight cancellations become any more frequent I'm going back to the other airlines which is why I'm giving this air service a lower score (otherwise I'd probably put it at a nine). Staff have been nice enough which is why I'm not reducing the score to lower yet.,nan,3.0,nan
nan,Economy Class,5.0,nan,4.0,nan,nan,yes,nan,5.0,EWR-YTZ. Delightful flight. Small lounge by the gate at Newark serving soft drinks and tea/ coffee. Friendly onboard service given with a smile. Arrival at the Toronto City Airport was simple - in my hotel less than an hour after landing.,nan,5.0,nan
