Aircraft,CabinFlown,CabinStaffService,DateFlown,FoodAndBeverages,GroundService,InflightEntertainment,Recommended,Route,SeatComfort,Textchunk,TypeOfTraveller,ValueForMoney,WifiAndConnectivity
nan,nan,nan,nan,nan,nan,nan,no,nan,nan,SIN-POM Busines Class. Check in at Singapore easy as we were early and able to take advantage of general early check in desk and also a separate Premium check-in area is available. Lounge at SIN is nice with a bit of food. Chaotic getting on plane with lot of pushing - we were sent down at a time when the Economy passengers were still queuing to go through security. Plane very hot and stuffy. Food edible - but you do not need 2 meals on an overnight 6 hour flight! Real problem are seats - the plane is a very tired leased 767 with seats that do not recline much and a poor foot-rest. They are the most uncomfortable seats I have experienced in either business class or economy for a long time. My husband could not sleep so put on his i-pod and was immediately told to turn it off as it was interfering with the radio. IFE did not work.,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,no,nan,nan,I have been working in Port Moresby for two years and am a regular Air Niugini passenger. Have flown with them to Singapore Tokyo and numerous times to Brisbane. Primary long haul aircraft is still a hard working leased 767-300. Fokker F100 sometimes used on the Brisbane route. Cabin is a bit tired and lacks a good entertainment system. The service is Air Niugini's real plus - always a smile and flight attendants willing to go the extra mile. Fare competitiveness has improved significantly over the past few years with the introduction of competition from Airlines PNG on the Cairns and Brisbane routes. Qantas flights in/out of Port Moresby are codeshare with Air Niugini using Air Niugini aircraft.,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,no,nan,nan,NRT-POM-BNE Business Class. It was a pleasant experience. FAs are efficient and friendly. I did not have much expectations for the IFE but was actually quite good. 3hour delay at Port Moresby but waiting at the executive lounge time went very quickly. Incidentally I never complain about delay when the airline company's priority is safety and paying extra attention to some fault even if its minor. I heard airliners in South Pacific region as well as Australia and NZ have very good safety record and I deeply appreciate and respect that.,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,no,nan,nan,CNS-POM-CNS + domestic. The cabin crew are friendly and I would fly with them more if they expanded their route network. Fares are steep but then they have a monopoly on the PNG market. Aesthetic needs a bit of an upgrade as do most parts of the overall product (ie entertainment inflight magazine).,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,no,nan,nan,The service is always good the food often served cold training required there - the delays are ongoing - why? Why can't we use upgrade certificates on the BNE-POM flight? The lounge in POM is late opening and often doesn't open before the 7am departure - people pay for this service.,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,no,nan,nan,BNE/POM/MNL/POM/BNE in April 2004. First time with this line. As Mr Tate says the cabin crew are shy but very helpful and courteous. The cheap fare for the round trip (about $820) was the snare but I found them punctual efficient and the food (economy) quite good if a little light on in- flight reading matter.,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,no,nan,nan,I would not hesitate to fly with Air Niugini Airlines again. I flew twice with them last year (2003) to Singapore and happened to have on board two of the same crew as my previous flight with them. They couldn't do enough for their passengers Qantas could take take a leaf out of their book. I no longer fly with Qantas as I find the staff always trying to avoid going that extra mile especially when it comes to night flights.,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,no,nan,nan,BNE-POM-BNE Economy. service great flight was full food served promptly the IFE wasn't so good but Air NZ is too blame for that. Fare was cheap. The only thing is the Delays Air Niugini is delayed quite often but the crew are great when the flight has been delayed.,nan,nan,nan
Boeing 737-700,Economy Class,1.0,August 2015,2.0,2.0,3.0,no,Port Moresby to Bali,3.0,"I flew with Air Niugini, 24 August 2015 from Port Moresby to Bali with a B737-700. Overall not very good in service and the flight attendants did the minimum. Check in at POM Airport is very poor, just 2 ground staff to do that and they are very strict with baggage handling and baggage weight. On the B737-700 there were 7 flight attendants but just 2 working in Economy Class causing a very slow service. Inflight Entertainment, seat and toilets were ok.",Solo Leisure,1.0,nan
Boeing 767,Business Class,5.0,July 2015,5.0,4.0,4.0,yes,BNE to POM,4.0,"The flight from BNE to POM was on a B767 with an upgraded interior. IFE and very comfortable seating. The inflight service was excellent, the flight attendant provided a professional helpful service complete with an indepth and accurate description of the wines carried for the passenger seated next to me. In addition this same passenger was a vegetarian but had not pre-ordered a vegetarian meal, the flight attendant produced a very acceptable vegetarian meal. Her level of customer care was above and beyond much of what I have encountered on many airlines and I left the flight feeling that the service was far more than expected. What a difference a a flight attendant who is caring, professional and prepared to go the extra mile can make to a flight.",Solo Leisure,5.0,4.0
nan,Economy Class,4.0,July 2015,4.0,4.0,4.0,yes,Gurney to Sydney via Port Moresby,4.0,"My daughter and I are back in Sydney tonight thanks to Air Niugini going the extra mile.  When the flight from Alotau to Port Moresby was cancelled we were in a challenging situation, then when the rebooked flight from Alotau to Moresby couldn't land because of difficult weather conditions we had to overnight in Alotau and hope to connect early through a rescheduled flight from Alotau the following morning. The Air Niugini staff at Alotau handled a difficult situation for customers extremely professionally both the day of the delay issues and through rebooking everyone on the rescheduled flight the next morning. ",Business,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,SIN-POM-SIN on B767s. Friendly professional and efficient service from the crew made the flights bearable. Flights were largely on time. Exit row 10 had unbelievable leg room but it also meant other passengers climbed over us to get to the toilets in the other aisle. Food was ok. Touch-screen entertainment screens were great but bring your own headphones. Entertainment selection was limited.,nan,nan,nan
nan,Economy Class,nan,nan,nan,nan,nan,no,nan,nan,"PX4 BNE-POM 29/12. Re-fitted 767. Don't know who designed and who signed off the new economy layout but there are serious flaws. 2 toilets only for the whole of economy and they are situated mid cabin. There is no void space around the toilets so any queue just forms in the aisles. There is a seat right by the door to the toilet so this poor passenger cops the door opening and closing all flight plus the odour. Would be a nightmare seat on an overnight flight. Why is the ""latest technology"" entertainment system not gate to gate. I've had is turned on anywhere between 5 and 25 mins after the seatbelt sign was switched off and then turned off at the started of decent - 30 mins out. Result -movie not finished. Service slow mechanical. Food quite good. New seats ok for short flight but would be uncomfortable on longer haul - too hard and seat base too short -no under thigh support.",nan,nan,nan
nan,Economy Class,1.0,nan,1.0,nan,1.0,no,nan,1.0,One of the worst airlines I have ever flown with. Of course you can not expect much in a country like Papua New Guinea. Overall I had six domestic flights all were delayed by at least one hour. All planes were in a disappointing condition. The cleanliness was poor the crew were rude incompetent and not very service oriented.,nan,1.0,nan
nan,nan,nan,nan,nan,nan,nan,no,nan,nan,MNL-POM-RAB return in Business. In the last five years flying with Air Niugini service and airplane quality has deteriorated dramatically. A flight inside PNG has become an absolute lottery game without help whatsoever from the ground crew.,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,no,nan,nan,Flew Air Niugini from Cairns to Port Moresby on a Fokker F100. Departed on time fantastic food great crew.,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,no,nan,nan,I have the misfortune of using Air Niugini often through lack of choice. Most recent flight was POM- SIN return. The airline is now leasing an aging White Airlines A310 which is older than the previous B767. Seats are appalling IFE does not work and toilets are constantly unservicable. The food is passable but really nothing special. Service is slow and Cabin crew seem unable to deal with complaints or concerns raised by passengers. Overall Air Niugini is not deserving of a three star ranking - a two star ranking would be more appropriate given the decline in the airline's international services.,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,no,nan,nan,BNE to POM POM to Mt Hagen and return. Was very impressed with service. Cabin staff could not be faulted and very obliging and friendly.,nan,nan,nan
nan,Economy Class,5.0,September 2015,5.0,5.0,5.0,yes,SIN to POM,5.0,"A smooth 2 hour flight with Air Niugini from Singapore to Port Moresby. Orderly boarding and very polite cabin crew. The plane was spotless. Varied selection of movies, music and television shows. Satisfactory meal and drink service. Would not hesitate to fly again or recommend.",Solo Leisure,4.0,nan
nan,Economy Class,5.0,December 2015,5.0,5.0,5.0,yes,POM to SIN,5.0,"Port Moresby to Singapore with Air Niugini, and they provided the best assistance and service I have experienced. The ground staff and the check-in service was wonderful and very quick. The staff is professional and helpful. The 6 hours flight from POM to SIN journey was very comfortable and relaxing. The crew were very decent and helping. Overall wonderful and memorable experience.",Solo Leisure,4.0,nan
nan,Economy Class,4.0,December 2015,4.0,4.0,3.0,yes,Sydney to Port Moresby,5.0,"Over the past 40 years I've travelled to many destinations around the world on many different airlines, but none of them have even come close to punching above its weight than Air Niugini. I've been flying Air Niugini ever since I was pleasantly surprised over 18 months ago, and the experience has been consistently great. It is what one would expect from an airline, but to deliver a world class service amidst challenges is what makes Air Niugini stand out for me.
",Business,4.0,nan
Boeing 767,Economy Class,4.0,December 2015,4.0,3.0,3.0,yes,BNE to GKA via PNG,4.0,"Air Niugini planes in good condition, decent staff and good pilots. The food on the international 767 was good and the seats have good IFE but a limited movie selection.  It breaks down a bit on domestic flights though. The planes (Dash-8s and Fokker 70s) and pilots are still good and inflight service OK, although you'll only get 2 small cookies and a small juice container (finding plain water in PNG is bizarrely difficult), however ground service is pretty bad. Port Moresby check-in is a madhouse and locals check huge amounts of baggage (note that the free amounts are small - 5kg carryon and 16kg checked, although if you're connecting from international they will usually allow whatever allowance you had for that flight), which means that late arrivals are often bumped due to the plane hitting the weight limit - so check in early! And then hope that your luggage actually arrives - I've already had misdirected luggage on my 4th flight in PNG. The weather contributes to frequent delays and cancellations and the handling of rebookings is poor. Still much better than most domestic flight experiences that I've had in countries like this. Overall score of 7 considers an 8 for international and a 4 for domestic.",Business,2.0,nan
Boeing 767,Economy Class,3.0,November 2015,3.0,3.0,3.0,yes,POM to BNE,3.0,Flew Air Niugini from Port Moresby to Brisbane return. Seating pitch was adequate and meals were good. Staff were friendly in the reserved Melanesian way. The planes are old although the they've recently (in the last couple of years) been refitted. Decent IFE for short-haul flights.,Business,3.0,nan
Fokker 100,Economy Class,2.0,November 2015,1.0,1.0,nan,no,Port Moresby to Buka,1.0,"Air Niugini the most expensive airlines but poor service - I already paid my ticket 1 month before flight departure. They said that I must stand by because the flight was very full.  After that I give small money to one of Air Niugini officer that he helped me to get seat and finally I can get boarding pass and fly to Buka. This airlines I think like to sell ticket more than aircraft capacity and very bad attitude of company. The ticket is very expensive. The old plane was a Fokker 100. The plane was very dirty. 400USD Ticket POM to BUA with 1 hour 20 minutes flight, and Air Niugini just give 1 orange can juice and 1 biscuit snack. No Inflight Magazine.  Aircraft was full. Cabin crew was polite and professional.",Business,1.0,nan
Fokker 100,Economy Class,1.0,October 2015,1.0,2.0,nan,no,Buka to Port Moresby,2.0,"Air Niugini from Buka Port Moresby with Fokker 100. Good experience. Inflight service was nothing for Buka to Rabaul flight due to short flight time just 1 hour, Rabaul to Port Moresby with 2 cookies and orange juice Only. Aircraft clean but very old. No inflight Entertainment, no newspapers, no inflight magazine. Flight Attendant to keep the safety procedure.",Solo Leisure,1.0,nan
Fokker 100,Economy Class,3.0,October 2015,1.0,3.0,nan,yes,Port Moresby to Mt Hagen,3.0,"I've never had any reservations flying Air Niugini. Though the inflight product on the domestic sectors does not match the exorbitant airfares, the ground service and most flight attendants are usually excellent and professional. They do their best with what they've got. No IFE on domestic flights (POM/HGU is 1 hr flying time).",Business,2.0,nan
Boeing 767-300ER,Economy Class,3.0,August 2015,3.0,3.0,3.0,yes,POM to BNE,4.0,"Early morning Air Niugini flight from Port Moresby to Brisbane. Check in fast and friendly. Immigration at Port Moresby was slow with just 2 officers. Boarded on time to a clean Boeing 767, seats had updated IFE with nice screens and good content. Crew professional but not the warmest. A good breakfast was served which was of good quality. Arrived into BNE 15 mins early. Being non busy time at BNE. Immigration cleared fast and bags picked up and out of airport in 20 mins.",Business,4.0,nan
nan,Economy Class,5.0,September 2015,5.0,3.0,5.0,yes,Port Moresby to Hong Kong,3.0,"The Air Niugini food was good for airline food on my flight Port Moresby to Hong Kong, and a decent amount of entertainment options as well. If you get seated in row 8 you have a lot of leg room and I am 6'4"". The airlines in the USA should learn how to have entertainment and food from them.",Solo Leisure,3.0,nan
