Aircraft,CabinFlown,CabinStaffService,DateFlown,FoodAndBeverages,GroundService,InflightEntertainment,Recommended,Route,SeatComfort,Textchunk,TypeOfTraveller,ValueForMoney,WifiAndConnectivity
nan,Economy Class,1.0,nan,3.0,nan,3.0,no,nan,1.0,Our family flew from Vienna to Bangkok on 21 Sep 2013. The seating we had was appalling the seats did not recline at all and as this is a 9.5 hr flight it was a nightmare. You expect cramped conditions on a long haul economy class flight but this was ridiculous. Staff were rude and unhelpful. I will never fly them again and would not recommend.,nan,1.0,nan
nan,Economy Class,5.0,nan,5.0,nan,3.0,yes,nan,4.0,AMS-VIE. I normally use KLM for this flight but I decided to try Austrian. I have to say I was impressed by the professional staff and the seat comfort on board the Airbus A319. Good food and drinks. Flight left on time and arrived 20 minutes early. I found the experience better than KLM. Would choose Austrian again.,nan,5.0,nan
nan,Business Class,5.0,nan,5.0,nan,4.0,yes,nan,4.0,ZRH-VIE-BKK Business - VIE-BKK on OS25 11/8/2013. New business class excellent service comfortable seat excellent food. Transit in VIE was a little chaotic due to delay.,nan,5.0,nan
nan,Economy Class,5.0,nan,5.0,nan,nan,yes,nan,4.0,VIE-KLX and return charter flight fully booked. Very charming crew on both legs tasty hot meal served with 2 rounds of drinks on this 2 hr flight. Good legroom clean and tidy cabin on A319. Newspapers and magazines were appreciated. Great flight experience by Austrian!,nan,4.0,nan
nan,Economy Class,2.0,nan,2.0,nan,2.0,yes,nan,3.0,We travelled from Athens to Vienna 10/9/2013. While the flight felt safe enough the cabin crew looked tired and disinterested. Packet of dry crackers and drinks (wine or juice and they came around twice which was good). No TV or entertainment of any kind. Perhaps they are better on long haul flights but this short European flight was nothing special. The Lufthansa connecting flight we took two hours later was a huge improvement.,nan,3.0,nan
nan,Economy Class,4.0,nan,3.0,nan,3.0,yes,nan,3.0,Vienna to Stockholm OS317 Saturday August 31 in Economy Class. Flight was fully booked except one seat. I was lucky enough to be placed in this row. I am a SAS Eurobonus Gold member (Star Alliance) but whether my seating had anything to do with this I don't know. The flight was operated by Tyrolean Airways on behalf of Austrian Airlines with an Airbus A319. I was seated on the last row seat 24A. The leg room was decent and the new Recaro seats are ok but not more. The seats has no head-pillow so you must bring your own to sit comfortable and if you would like to take a nap. There was no food served on this 2 hours flight only a chocolate biscuit (the type that you buy on the gas station for 0.85 Euros or so). The variety of drinks was however ok and drinks were served two times during the flight. The cabin was neat and tidy and the cabin crew were observant and friendly. Probably better than the average European full-fare airline but nothing extraordinary.,nan,4.0,nan
nan,Economy Class,5.0,nan,4.0,nan,nan,yes,nan,5.0,IAD-VIE. The flight actually went by very fast with two meal services and comfortable seats enabling me to sleep. I was also surprised by the quality of the food. I will definitely fly with them again.,nan,5.0,nan
nan,Economy Class,1.0,nan,4.0,nan,3.0,no,nan,1.0,"My husband and I flew to Vienna Austria from Dulles International and return. Despite having paid for our tickets and making our seat selections 8 months in advance we discovered upon arriving at the airport that we had been bounced from our seats and put in the worst seats on the plane many rows apart. We had the dreaded middle seat of the middle row of the plane. I have back and neck issues and require wheelchair assistance which was clearly visible to ground staff. They were entirely indifferent and made no effort to assist us. My husband went to the airline office in Vienna prior to our return flight and was told there would be no problem this time. We checked in discovered we had been bounced again to the same miserable seats. After being brushed off yet again we insisted on seeing a supervisor. After 20 minutes she ""suddenly"" came up with seats consistent with what we had reserved. On both flights the sears were horrible: worn out padding and absolutely no leg room in any position. In contrast to the unfailingly polite and helpful Viennese the staff of this airline is the worst we have ever encountered. We are returning to Vienna and will never travel Austrian Airlines again.",nan,2.0,nan
nan,Business Class,5.0,nan,5.0,nan,5.0,yes,nan,5.0,Beijing to Vienna. To summarize the flight I would describe it as First class for the price of business class. There are just 4 seats in a row. The seats are comfortable with a shelf beside for a place to put your bits. When you sit at the window you have no neighbour at all - very nice. The seat can be moved to 180 degree so to a horizontal position. The TV screen is a large TFT screen with a bright picture. Food was good too! Only problem for me is that they fly only 4 times/week. So normally I fly to Vienna on Friday (there is no flight on that day) and return on Tuesday morning (flight is too late for me that day). In all: strongly recommended.,nan,5.0,nan
nan,Economy Class,1.0,nan,3.0,nan,1.0,no,nan,1.0,I was on a return flight from Vienna to Washington DC. On the flight there was a family who were not parenting their two toddlers at all. The 2 year old little girl even wandered into one of the rest rooms and pinched her fingers in the door and the parents had the nerve to yell at passengers nearby. When I had been stepped on enough by the two wandering toddlers I complained to a stewardess and she just shrugged and told me it would be better if I dealt with it myself! I will never fly this airline again!,nan,1.0,nan
nan,Economy Class,2.0,nan,1.0,nan,1.0,no,nan,2.0,Actually the ratio quality/price is very low on Austrian flight you pay big money for nothing for no food (a cold muffin or something like that is no food for me) no service and old aircraft with no entertainment. If you have option to fly with someone other than Austrian take it. Because as I'm flying Geneva-Vienna there is unfortunately no other option if it was the case I wouldn't fly with Austrian.,nan,1.0,nan
nan,Business Class,5.0,nan,5.0,nan,4.0,yes,nan,5.0,NRT to VIE on a very new B777-200ER. Fast and uncomplicated boarding and the flight was totally on time. The food and hospitality was great and also the new cabin impressed me. The IFE offered a lot of different channels. The value for money is perfect.,nan,5.0,nan
nan,Economy Class,3.0,nan,2.0,nan,4.0,no,nan,4.0,Split-Brussels via Vienna. All flights on time or ahead of schedule. Planes were very clean. Cabin crew not all friendly. Web check-in not possible out of Split maybe because the ticket was issued on Lufthansa. Fortunately for us the given seats directly at check-in where ok. Catering with Austrian on European routes has reduced apparently. Only an apple or biscuit available on an evening flight from Vienna to Brussels is a bit poor! They used to serve a decent hot meal some years ago. A sandwich like you have on Swiss would be more appreciated! Austrian also needs to invest in newer planes. Not sure if I am going to fly them again soon.,nan,4.0,nan
nan,Economy Class,1.0,nan,1.0,nan,2.0,no,nan,3.0,Flight OS25. 22nd Sept. Vienna to Bangkok. Flight ran out of food. Was offered the vegetarian option 3 cold potatoes and 3 slices of tomato. Morning meal was a sandwich served still frozen. Staff were less than friendly or helpful. Monitor in back of seat wasn't working. So no entertainment until they exchanged a monitor from a spare seat after 3 hours. My worst flight.,nan,2.0,nan
nan,Business Class,3.0,nan,3.0,nan,4.0,no,nan,4.0,Dubai to Vienna / Boeing 767 in new business class. Seats are comfortable with enough privacy. Maybe for some travellers a bit narrow as the armrests and consoles are quite high. Cabin staff was ok - could have been friendlier. Food was a midnight snack (had chicken tikka) which was ok. Breakfast was eggs with toast yoghurt and fruit. Was very good and freshly cooked by the chef on board. Cabin was clean. Toilets without amenities (no hand lotion or eau de toilette). Lounge service in Dubai ok with good choice of food (hot and cold). Overall good experience but crew could have done more to make it memorable.,nan,3.0,nan
nan,Economy Class,4.0,nan,nan,nan,3.0,no,nan,3.0,Extremely disappointing. Houston to Dubrovnik Croatia. What appeared to be a 3 stop return all on Austrian Airlines was actually across 3 airlines (Croatian Tyrolean and United) so when we tried to check in we were unable to do so online. We had a 1 hour layover in Vienna and the only reason we made our flight is because Austrian was so disorganized they were delayed in boarding the flight from Vienna to Chicago. Our boarding passes we received in Croatia didn't work in Vienna. When I tried to board the attendant dismissed the boarding pass and said it was no good. I had to check in again. My friend had the same issue so we went to the gate and they reprinted the exact same pass. In addition it is very irresponsible for the airline to book a one hour layover when it would easily take 2 hours at least to get from one gate to the other especially with Vienna requiring customs to get in and out of the airport and you have to go through security again. I give credit to the personnel who kept reprinting our tickets at each stop. But we will definitely avoid booking with Austrian again until they get a little more organized for scheduling flights and online check-in.,nan,2.0,nan
nan,Economy Class,5.0,nan,5.0,nan,5.0,yes,nan,4.0,"I have actually been on many flights with ""Austrian"" all over the world: VIE-JFK VIE-PEK VIE-BKK and have never really experienced anything bad. Good onboard programme and food on long range flights. Seats are comfortable (even to sleep). The crew are always nice and friendly and try to help.",nan,5.0,nan
nan,Business Class,5.0,nan,5.0,nan,nan,yes,nan,4.0,OS332/OS6 23-24 Sep OSL-VIE-WAW. Inflight service was impeccable. Food/drink very nicely presented and prepared. I was surprised by the seat comfort and overhead bin capacity on the Fokker 100 and Fokker 70 aircraft. Flights operated on time. Very satisfying experience.,nan,5.0,nan
nan,Business Class,4.0,nan,5.0,nan,nan,yes,nan,4.0,SKG-VIE and VIE-MUC 2 different flights and stories on Miles and More Award. SKG-VIE check in a little bit chaotic and check in staff (not from Austrian) quite rude. Could use the Aegean Lounge which is nice and food/drink choice is ok. However Priority Boarding only for Aegean Passenger direct from the Lounge is possible therefore chaotic boarding procedure (with buses) at the gate and no priority boarding. Flight itself was ok however Service in C-Cl (completely full) rushed. Seating in A320 (new seats according LH-Standard) not so comfortable. Meals on both flights very tasty and still the best in Europe! VIE-MUC: priority boarding and pre- drinks served by the friendly Purser C-Cl was quite empty therefore good service despite the short flight time (35 min). Seating in Fokker 100 much better than in A320! Priority bags arrived in Munich among the last bags although we could see that our bags were loaded in Vienna directly at the door.,nan,4.0,nan
nan,Economy Class,1.0,nan,3.0,nan,3.0,no,nan,1.0,Our family flew from Vienna to Bangkok on 21 Sep 2013. The seating we had was appalling the seats did not recline at all and as this is a 9.5 hr flight it was a nightmare. You expect cramped conditions on a long haul economy class flight but this was ridiculous. Staff were rude and unhelpful. I will never fly them again and would not recommend.,nan,1.0,nan
nan,Business Class,nan,nan,nan,nan,nan,no,nan,nan,Rating : 0/10 Cabin Flown Business Value for Money Seat Comfort Staff Service Catering Entertainment Recommended,nan,nan,nan
nan,Premium Economy,3.0,nan,3.0,nan,2.0,no,nan,1.0,Our experience has been a nightmare with this airline today. After flying from Vienna to Chicago we were re- routed to Detroit due to bad weather. Waited on plane additional 2 hrs finally told flight cancelled and we would be disembarking and new flight arrangements would be made after checking in at Austrian Airlines. Instead no Austrian Airlines personnel could 'ticket' us no option to assist in flights home from Detroit no assistance at all. We were dumped in Detroit and loaded on to buses driving 6 hrs back to Chicago airport. When we arrived there was no Austrian Airlines personnel to assist us. Fortunately the wonderful accommodating United Airlines staff were helpful in obtaining flights home. Their employees stayed into the early morning hrs to help us. We will never recommend this airline.,nan,1.0,nan
nan,Business Class,5.0,nan,5.0,nan,nan,yes,nan,5.0,IST-VIE-MUC 14/11/2013 C-Class IST-VIE on A319: comfortable seat extremely attentive and friendly crew nice and decent catering as usually on OS VIE-MUC on F100 with new leather seats which are among the most comfortable of any airlines in Europe lot of space again decent catering with a hot meal on a 35 min. flight and a very courteous and attentive crew they really work hard to provide a very high level of service. Very much recommended and for sure OS is setting service benchmarks together with LX within the LH-group.,nan,4.0,nan
nan,Economy Class,3.0,nan,2.0,nan,nan,no,nan,2.0,AMS-VIE-AMS. Inbound flight on an A319 was OK mostly due to only being filled 50%. Thin seats provided some space and comfort. Outbound on F100 was terrible. Old seats (new Leather covers do not make seats new) FA's were grumpy and with a full plane the seats were very tight even on the emergency exit. Hardly any information on gate so it was surprise to find that we had to board a bus that brought us to the plane. Drinks were ok snack was small.,nan,2.0,nan
nan,Economy Class,2.0,nan,1.0,nan,5.0,no,nan,1.0,Bangkok to Vienna on Boeing 777-200. The new economy layout is horrible. The seating is 3-4-3 makes the seat very narrow and gives a cramped feeling. Also on a window seat there is no additional space between seat and fuselage. The food was very salty and very spicy. Cutlery was made out of plastic. Drinks are offered twice at lunch and breakfast time. At night time there was only one personal coming through the cabin offering water or orange juice. All at all I had a feeling that a cheap carrier is doing better than Austrian. Next time no Austrian for me anymore.,nan,2.0,nan
nan,Economy Class,4.0,nan,1.0,nan,nan,no,nan,3.0,Sofia to Vienna on an old Fokker 100. The plane itself looks pretty outworn (paint is missing in some areas landing gear was oily). Inside the old seats in new leather design - looks okay. It seems that Austrian is one of the few airlines which is using the airfield for boarding (even Air Berlin uses the fingers). During flight an apple was offered followed by a glass of mineral water. Attendants were friendly. You easily can see that Austrian is saving money where possible. An unpleasant experience.,nan,2.0,nan
nan,Economy Class,3.0,nan,3.0,nan,3.0,no,nan,1.0,I bought a ticket for a flight operated by Austrian Airlines from Dusseldorf to Sydney. It was a co-operation between Austrian and Thai Airways: from Dusseldorf to Wien with Tyrolean (Austrian) Airlines from Wien to Bangkok again with Tyrolean and from Bangkok to Sydney with Thai. I could not check in online on the flight as the Austrian Airline web check-in system gave an error for the flight operated by Thai so I got stuck with whatever seats they could offer me at the counter. For the Wien to Bangkok flight (10 hour flight) I got seat 70J which had a wall behind it. While the person sitting in front of me could lean the seat backward I could not so I was left with little room. Furthermore the seat was more narrow than on European local flights like the Dusseldorf to Wien flight! I have to mention I am not big - I am a medium sized athletic person 80KG weight 175 cm tall. The Thai flight was a huge positive difference regarding the seat size. For the way back the same story: No online check in was possible. I contacted Austrian to complain but customer support was useless and the story repeated itself: The flight operated by Thai was ok with enough room while the flight from Bangkok to Wien was horrible! In the future I will avoid Austrian and check seat size online before booking longer flights!,nan,2.0,nan
nan,Economy Class,3.0,nan,3.0,nan,nan,yes,nan,3.0,Delhi-VIE-Lyon. 2 adults and 2 babies. On the ground in Delhi very good and helpful. In the air the crew were cold but professional. Hardly smiled even at the babies. The breakfast before arrival in Vienna pretty mediocre. The flight from Vienna to Lyon was much more friendly. The crew smiled at us and gave toys to the babies (odd that no toys were offered on the much longer DEL VIE flight). Do & Co à la carte breakfast very good on this segment. Cost 15€€but like a business class meal. All in all Austrian were OK but lacking in service on the Delhi to Vienna flight.,nan,3.0,nan
nan,Economy Class,4.0,nan,3.0,nan,4.0,yes,nan,4.0,"GVA-VIE-ORD Fokker 100 then Boeing 767-300. 30 minute delay on the first leg due to fog in Vienna but all well- communicated and the pilot confirmed before landing that all connections of those on the flight could still be made. I like the Fokker 100 - smooth and quiet (maybe noisier at the back). Unfortunately the breakfast pastry was quite unpleasant and the tea was only served with ""coffee creamer"" and not milk. Very nice 767 to Dulles - spacious modern and recently refurbished interior large overhead bins excellent IFE selection (and not too much glare on the screens). Food was of decent quality plentiful drinks but a meal and a snack (panini) was not really enough food for a 9-hour flight that spanned lunch and dinner Austrian-time. Friendly staff timely arrival. My return leg was with a US carrier using the same model of aircraft. Austrian just blew them away in terms of quality.",nan,4.0,nan
nan,Economy Class,5.0,nan,5.0,nan,1.0,yes,nan,4.0,TLV-VIE-WAW and back with A321 (TLV-VIE-TLV) Q400 (VIE-WAW) and Fokker 70 (WAW-VIE). A very nice experience though waiting times in Vienna for connecting flights long (there isn't much to do at VIE a/p). Service very attentive staff extremely friendly and meals delicious (VIE-WAW-VIE - snacks only but full bar service).,nan,5.0,nan
nan,Economy Class,1.0,nan,nan,nan,nan,no,nan,2.0,"INN-VIE-ZAG in economy. Ground operations in Vienna were chaotic. The passengers were asked to board the bus after 30 minutes it became clear that there was a technical problem with the aircraft so that everyone had to go back to the gate. Ground staff extremely unhelpful at all times. Due to many contradictory information no lounge visit was possible. Operational upgrade was declined to Star Alliance Gold passengers. Flight manager extremely rude and unhelpful. She stated that there was nobody at the airport who could authorize such upgrade. In contrast they use business class space to ""upgrade"" luggage from other passengers. It seemed that FA are unhappy with the current situation in the company and showed lack of motivation. It is obvious that OS downgraded most of their services however their tickets in Central and Eastern Europe are still very expensive.",nan,1.0,nan
nan,Business Class,5.0,nan,5.0,nan,3.0,yes,nan,5.0,I travelled from Vienna to Copenhagen on December 3 Business Class seat 3F. This afternoon service was operated by a Fokker 100. Although this specific aircraft type has been in service for quite some years it had a totally new interior. The interior looked smart and attractive and the seat was very comfortable. I would say the best seat I have ever experienced on an Intra-European flight. The service was excellent and so was the food and drinks served. In total a very pleasant experience. I would highly recommend travelling with Austrian Airlines on Intra- European flights in Business Class.,nan,5.0,nan
nan,Economy Class,4.0,nan,4.0,nan,4.0,yes,nan,5.0,FRA-VIE-YYZ-VIE-FRA in Economy. Short flights FRA-VIE-FRA uneventful. Longhaul flights from Vienna to Toronto (and back) on 767 very good. All flights on time. Crew friendly and did their job with a smile. New cabin interior very good: seats are comfortable could even sleep for 3 hours. Entertainment system on demand but movie selection is a bit limited. Food quality was great quantity just ok. Would definitely fly with OS again!,nan,4.0,nan
nan,Economy Class,4.0,nan,3.0,nan,3.0,no,nan,1.0,I travelled with OS318 from Stockholm Arlanda Airport to Vienna Airport on December 3. The aircraft on this service was an Airbus A319 and I travelled in Economy on seat 12A. This was an early morning departure at 06.40 thus I planned to take the opportunity for a two-hour nap during the flight. Since the aircraft were equipped with the new Slim Recaro seats this was not possible. These seats gives no comfort and you must bring your own cushion since the headrest has simply been forgotten. These terrible Recaro Seats may be cheap but they do for sure not bring any passenger satisfaction. During the flight the breakfast consisted of cinnamon buns. For early morning flights from Scandinavia it is better to omit this service or serve something that reflects the market from where the flight originates from. I am surprised that Austrian still have not realised this and adopted to what the Scandinavian customers expects.,nan,3.0,nan
nan,Business Class,5.0,nan,5.0,nan,3.0,yes,nan,2.0,Berlin Tegel-Vienna-Salzburg-Vienna-Munich in business class. Seating is very tight and the new Recaro slim seats are hard and uncomfortable even on short sectors. Fokker 100 seats more comfortable. Standard euro-business configuration as their partners Lufthansa and Swiss regular economy class seating with a blocked seat for more space but my legs suffered. Baggage even with priority tags for business missed a tight connection but were delivered at the final destination a few hours later. Crew is one of the most gracious and attentive in the skies presenting a superior service and food which is plenty and very-well done. Nice wines and small touches this is my favorite business product on intra-Europe flights. Would like to see an improvement on seating comfort.,nan,3.0,nan
nan,Business Class,5.0,nan,5.0,nan,5.0,yes,nan,5.0,DEL-VIE-WAW in C-Class. Flat-bed Seats are the same like on LX but somehow more comfortable and more convenient as they offer more storage space. Catering as usual on OS outstanding and easily comparable with other carrier's F-Class offer. The crews on both flights were fantastic and they do really know how to provide excellent and personalised service. You will get your blanket and pillow covered with linen duvet covers (in C-Class). Connection in VIE is most convenient of all airports in Europe which I know. Good value for money considering that OS is a European company which does not work in a tax and social security free environment with huge governmental support like the Gulf carriers. Austrian offers one of the best long haul products in C-Class in the world. Short haul flights are equally good. Strongly recommended!,nan,5.0,nan
nan,Economy Class,1.0,nan,3.0,nan,2.0,no,nan,3.0,TXL-VIE-BKK-SYD return. The first leg flight between TXL-VIE with Austrian and BKK-SYD with code share Thai were pleasant journeys. Compared to Thai cabin crews the Austrian cabin crews were unfriendly and unhelpful. Unfortunately the flight VIE-BKK with Austrian OS25 was a disappointing flight. We had a 4 hour delay in Vienna without any clear information from the crews even though we were already on-board. Most of the crews were not caring to worried passengers especially those who have further destinations after arriving in Bangkok. The crews on the flight to Bangkok were rude. The meals were not so special. Return flight from Sydney to Berlin with the same leg SYD-BKK with Thai was good and BKK-VIE-TXL with Austrian was better compared to my first experience.,nan,3.0,nan
nan,Business Class,3.0,nan,2.0,nan,1.0,no,nan,1.0,"Flight VIE-TSE-VIE. Extremely disappointing due to cynical use of economy seating ""middle seat kept free for your convenience"". No inflight entertainment despite the flight being over 5 hours in length. Quite outrageous for the EUR 3000+ charged. Despite helpful and apologetic staff I would not recommend.",nan,1.0,nan
nan,Business Class,nan,nan,nan,nan,nan,no,nan,nan,Rating : 0/10 Cabin Flown Business Value for Money Seat Comfort Staff Service Catering Entertainment Recommended,nan,nan,nan
nan,Premium Economy,3.0,nan,3.0,nan,2.0,no,nan,1.0,Our experience has been a nightmare with this airline today. After flying from Vienna to Chicago we were re- routed to Detroit due to bad weather. Waited on plane additional 2 hrs finally told flight cancelled and we would be disembarking and new flight arrangements would be made after checking in at Austrian Airlines. Instead no Austrian Airlines personnel could 'ticket' us no option to assist in flights home from Detroit no assistance at all. We were dumped in Detroit and loaded on to buses driving 6 hrs back to Chicago airport. When we arrived there was no Austrian Airlines personnel to assist us. Fortunately the wonderful accommodating United Airlines staff were helpful in obtaining flights home. Their employees stayed into the early morning hrs to help us. We will never recommend this airline.,nan,1.0,nan
nan,Business Class,3.0,nan,5.0,nan,4.0,yes,nan,nan,OS456/25 LHR-VIE-BKK and OS 26/451 BKK-VIE-LHR. New Business class seats allow a decent sleep IFE selection is not great. BKK-VIE the headsets were collected in after the arrival video was shown about an hour prior to landing then the video restarted so I missed the end of the film I was watching. Second meal service (breakfast) has small portion sizes flew this airline and class recently on the NRT route and vastly better service and more professional crew. Short connection times at VIE make this a fast route. Worst experience is the seating on OS25. Premium Miles & More customers are usually reserved seats in rows 1 and 3. This works fine except when the airline uses row 2 for families with small children or upgrades. Sleep was made difficult on OS25 by shouting at their children to control them and shouting at each other audible across 2 aisles. No re-seating available as this flight always seems to be full or over-sold. Washrooms could do with a refit on all Austrian aircraft.,nan,4.0,nan
nan,Economy Class,3.0,nan,2.0,nan,1.0,no,nan,2.0,VIE-AMS one way bought just few days before departure so quite expensive. Long bus ride from terminal 3 to somewhere in the middle of Vienna airport to board an old Fokker 100. I don't mind flying unusual types of aircraft's but given the engine configuration of Fokker (rear mounted engine) and the fact that I was seated in the 3rd from the back means it was extremely noisy thorough the entire flight. What bothered me the most was that the seats do not have any moveable headrests. Seat pitch poor but unfortunately that is typical to all intra-Europe economy today. Inedible snack and one round of drinks offered during the flight.,nan,1.0,nan
