Aircraft,CabinFlown,CabinStaffService,DateFlown,FoodAndBeverages,GroundService,InflightEntertainment,Recommended,Route,SeatComfort,Textchunk,TypeOfTraveller,ValueForMoney,WifiAndConnectivity
A380,Business Class,5.0,March 2016,4.0,5.0,5.0,yes,LHR to BKK,5.0," |  London to Bangkok return. Having used most Gulf based airlines when flying to and from South East Asia over the past three years, accepting the inevitable transfer time-wait until the next leg, I thought it was time to experience a change. So, for my recent flight from London to Bangkok, I booked with Thai Airways which now operates the A380 – and of course, flies non-stop. Travel to Heathrow by road from my home in Mid Essex, is always a bit of a gamble with regards to allowing sufficient time to arrive. The now ubiquitous delays on the M25 have to be allowed for, which I did on this occasion and reached Terminal 2 just before 0800hrs, for my scheduled departure at 11.50hrs. To my disappointment and surprise when presenting myself at the check-in desk, was being told that the flight would not now depart until around 15.30hrs. 'Late coming in from Bangkok', was the reason. That I had not ben informed of this long delay, was irritating, as my personal contact details were available to them. Putting all this behind me (but not looking forward to waiting around the airport for almost 8 hours) I spent the time as constructively as possible, particularly sending notifications to the Bangkok car airport transfer company, the hotel I'd reserved and the company with whom I had an appointment the following morning. Once on board, it was immediately apparent that the cabin crew were well trained, polite and helpful. The A380 aircraft is a big beast and the internal configuration design is appealing. Long haul flights like this one exceeding 11 hours, are never easy to bear but I have to say that Thai Airways have provided all possible features and amenities to soften this burden. My seat was as good as it gets, the entertainment system worked perfectly with plenty of choice - and all meals served to a good standard. Noticeably, a press of the seat call button produced an immediate appearance of a member of the cabin crew, an occurrence not always experienced when flying with some airlines. The plane actually made up a little time, which meant arrival at Bangkok was three hours behind schedule. So, as to the flight itself, I have no complaints, rather to compliment the professionalism of the crew for making it as comfortable as possible. With my Asian itinerary completed, it was time to return to the UK. On arrival at the Thai Airways desk, I was extremely pleased to be offered a space available cabin upgrade. The return journey is always some hour+ longer than the outward leg, so lounging on a wide seat, sipping champagne and nibbling caviar-covered biscuits, is not to be sneezed at. Such an upgrade was especially welcome, as I had suffered an injury to my left ankle. Once again, I found the crew's performance to be as first class as the cabin and after eating, I extended my seat, snuggled under a blanket and slept for almost six hours. In summary, both flights were seamless and comfortable. They get a ten out of ten from me. Had the Heathrow departure debacle not occurred, the entire experience would have gained the same marks.",Solo Leisure,4.0,5.0
nan,Economy Class,1.0,April 2016,2.0,1.0,nan,no,CTS to SIN via BKK,2.0," |  Our flight from Sapporo to Bangkok on 1st April was late into Bangkok. We had a 55 min connection to catch TG409 to Singapore. I was flying with wife and 2 young kids. After we took off we asked about our connection in Bangkok and were reassured by crew the flight would be held as there were several passengers that needed to catch the connection. We landed 4.10pm, our connection was due to leave 4.25pm. There were no ground staff holding signs about our connecting flight and after 15 mins running through the airport with young family we arrive at departure gate to find it had departed. We were told no compensation was due as flight TG671 was delayed by fog on take off. It was a sunny morning in Sapporo when we took off - not a hint of fog. After 3 hrs we caught a later flight back to Singapore that was 40 mins late into Singapore. Thai Airways have a lack of organisation and information at Bangkok terminal. ",Family Leisure,2.0,nan
Boeing 787-8,Economy Class,4.0,February 2016,2.0,4.0,4.0,yes,BKK to SIN,4.0," |  A short trip from Bangkok to Singapore on Thai Airways TG413 in redeemed economy class (20/02/16). The interior of the cabin is clean and reasonably quiet although the flight was nearly full. All is well except the lunch which is spicy stir-fried chicken with basil leaves and fried egg. For the Thais, this menu is a very common fast food you can find almost anywhere in food stalls or even in some restaurants. But for this flight meal, it is neither what you expect nor authentic. ",Family Leisure,4.0,nan
Boeing 787-8,Business Class,5.0,March 2016,3.0,3.0,4.0,yes,BKK to KIX,4.0,"Bangkok to Osaka with Thai Airways. Check-in was fast and easy. Business Class lounge at Bangkok has very little breakfast options, and low quality food. Brand new Boeing 787, with full-flat beds, nice IFE. Fantastic service, with constant attention, and nice drinks. Food was unfortunately insufficient, in quantity and quality. Hard to explain for a day flight.",Couple Leisure,5.0,nan
nan,Economy Class,4.0,March 2016,3.0,4.0,nan,yes,USM to BKK,4.0,Koh Samui to Bangkok with Thai Airways. The flight was lightly loaded and left and arrived on time. Check-in was quick and efficient. My seat was reasonably comfortable and I had plenty of legroom (I am a relatively tall person). The cabin crew managed to serve a light snack on this short flight. Luggage was quickly delivered off the flight in Bangkok. This was a domestic flight and the quality of service matched an earlier flight from Bangkok to Chiang Rai at the end of February.,Solo Leisure,4.0,nan
Boeing 777-300ER,Business Class,3.0,March 2016,3.0,5.0,4.0,yes,CAN to BKK,5.0," |  Guangzhou to Bangkok with Thai Airways, and I have experienced numerous time that once plane is landed and parked, passengers from Economy rush to exit, bypassing Business class cabin even before I pick up my carry-on from overhead compartment. Cabin staff just looking, not doing anything. If it happened only once I would say it is exception. However, this happens on all my past few trips. Does Thai Airways not care about Business Class? 
",Business,4.0,nan
Boeing 777,Business Class,5.0,May 2016,4.0,5.0,nan,yes,ICN to HKG,4.0," |  Seoul Incheon to Hong Kong with Thai Airways. This was an entirely pleasant flight. Check in was instantenous, boarding was quick and efficient, and the flight crew were friendly and solicitous. There were only 6 passengers in the 40 seat business cabin. Lunch service offered four main choices. I went with the sweet and sour pork, which was tasty but somewhat blander than I expected from a Thai chef. The champagne served was Vueve Clicquot one of my favorites at home when I want to splurge. We arrived on-time, and my luggage was on the belt as soon as I cleared immigration.",Solo Leisure,5.0,nan
Boeing 787-8,Business Class,5.0,May 2016,4.0,4.0,2.0,yes,CTS to BKK,4.0," |  TG671 from Sapporo to Bangkok on 8th May in business class. All is fine and near perfect except for a few issues for improvement. The IFE on my seat 15J is quite annoying since its volume always becomes louder after each inflight announcement by the crew and I had to adjust it every time after each announcement. Also, my wife's request for an additional pillow was turned down with a reason that it is a full flight and there is no spare pillow! The outbound Bangkok to Sapporo TG670 on 2nd May was perfect with attentive and professional crew. Thanks.

",Family Leisure,4.0,nan
nan,Economy Class,4.0,April 2016,4.0,4.0,1.0,yes,CGK to BKK,4.0," |  Jakarta to Bangkok 3.5 hr flight, and no individual inflight entertainment. I had booked my flight and specifically chosen Thai Airways because of its superior selection of movies and other entertainment compared to Garuda Indonesia.  Thai Airways should provide information to its customers which flights have inflight entertainment and which flights don't.",Business,3.0,nan
A380,Economy Class,1.0,April 2016,1.0,4.0,3.0,no,BKK to CDG,3.0," |  Thai Airways from Bangkok to Paris return. Flight was on time and boarding was done quite fast. The cabin staff on the way to Paris were fine, food was poor quality, seat was fine and enough space for my legs. On the way back to Bangkok, staff were not as nice and food was worse. Where was the famous Thai smile? The only good thing about this flight is because its direct. The cost of ticket is expensive compared with other airlines. ",Couple Leisure,1.0,nan
Boeing 777-200,Economy Class,5.0,May 2016,4.0,5.0,3.0,yes,CGK to BKK,4.0," |  I flew on a Thai Airways Boeing 777-200 from Jakarta to Bangkok return. The ground service was good, an on time departure, the flight was only 2h 55m. Cabin crew very polite and smile to us, the meal is delicious, but the inflight entertainment from Bangkok to Jakarta can't be used. Inflight duty free but not many items are sold. But overall is good, very recommended airline.",Family Leisure,4.0,nan
Boeing 777-200,Economy Class,5.0,April 2016,5.0,4.0,4.0,yes,AKL to BKK,4.0," |  Flew Thai Airways from Auckland to Bangkok. The aircraft was a 777-200 and seating was 3-3-3. The flight was not too full and there were plenty of vacant seats at the back. Leg room was better then I expected and the IFE was quite good, a fair selection of movies and TV shows. Kept us entertained throughout our 11hr flight. The staff were all smiles and very attentive. We were served lunch a couple hours out of Auckland and we loved the Thai and Asian food served, so delicious and good portions, white wine and red wine offered. Dinner was also delicious. The toilets were clean and tidy. This was one of our best flights in economy.

",Couple Leisure,5.0,nan
Boeing 777-200ER,Economy Class,5.0,April 2016,5.0,4.0,4.0,yes,FCO to MEL via BKK,5.0," |  Rome to Melbourne via Bangkok with Thai Airways, and a great experience. Comfortable seats with heaps of legroom. I'm 6 feet tall and still had inches between my knees and the seats in front. Very friendly cabin crew, food was delicious (choose the Thai food option). This has got to be one of the best economy class offerings around at the moment. I will certainly fly Thai again.",Couple Leisure,5.0,nan
Boeing 777-300,Economy Class,3.0,April 2016,4.0,3.0,3.0,yes,CMB to PVG via BKK,4.0," |  Colombo to Shanghai via Bangkok on Thai Airways. Our request to have seats together at the check in counter was ignored and me and my family had to exchange our seats. The crew were rude on both the flights from CMB to BKK and BKK to PVG. One of the attendants just threw a hot towel at me in a hurry to distribute them. The only thing I found pleasant about this flight was the food as it was really filling and the dessert was superb. The return flight from Beijing to Colombo was a pleasant experience. Good legroom and unlike the previous flights the crew were very friendly and helpful. The food was again great with a traditional Thai mango dessert which was delicious. The only drawback was the IFE as It didn't have enough options to choose from. What keeps me away from flying Thai again is the attitude of the cabin crew.

",Family Leisure,4.0,2.0
Boeing 777-200ER,Economy Class,4.0,April 2016,4.0,4.0,4.0,yes,RGN to AKL via BKK,4.0," |  In general, these were excellent flights from Yangon to Auckland via Bangkok, though as always, service on Thai Airways is inconsistent. For 3 of the 4 flights, the crew were friendly, engaging and clearly enjoying their work. Service was attentive and very responsive. From AKL-BKK, it seemed that all the cabin crew were a bit under the weather; there were no smiles, service was robotic, the galleys were empty on a few occasions, and the toilets were the dirtiest I have ever seen on TG (they are usually spotless and frequently cleaned). It seemed that they had all slipped off to sleep somewhere. Apart from this, the food was good on all legs, as was the selection of alcohol. IFE selection was varied and generally worked well, with the occasional hiccup. All flights on time, and were very comfortable; the 777-200ER has very generous legroom in economy class.",Couple Leisure,4.0,nan
A330 / A320,Economy Class,4.0,April 2016,3.0,5.0,nan,yes,BKK to CNX,4.0," |  Bangkok to Chiang Mai with Thai Airways. From check in to arrival on both legs the service was flawless. Outward on the A330 and return on a newish A320. Flights on time and a friendly efficient crew. A small snack served not very appealing though. A separate tea and coffee service. Last but not least, a very competitive price.",Solo Leisure,5.0,nan
A330,Economy Class,5.0,July 2016,4.0,5.0,5.0,yes,BKK to HKT,5.0,Boarding was prompt and very organised. Thai Airways flight from Bangkok to Phuket was operated by a RollsRoyce powered A330-343X (HS-TEO) which was very clean and well maintained. Very professional crew throughout the flight and an update from the cockpit prior departure and whilst on route. Ticket was only £28 which was in line with low cost carriers and this was by far a more superior product for the same money. I will not hesitate to fly Thai again.,Solo Leisure,5.0,5.0
Boeing 777-200 / 777-200ER,Economy Class,5.0,June 2016,5.0,5.0,3.0,yes,CCU to AKL via BKK,5.0,"Excellent! Flew Thai Airways TG 314 from Calcutta to Bangkok on B777-200, then TG 491 from Bangkok to Auckland on B777-200ER. Crews on both flights were excellent, and on the longer flight to AKL, even chat with some of the crews, who were friendly and giving me suggestions on places to visit while in NZ. I had pre ordered low sodium meal which were both excellent on both the flights. Entertainment - movies/tv serials were okay. I had the last row on both flight to myself, so had a good rest (pre selected seats online). Seat pitch was great, nothing to complain about. 2 drink rounds - pre dinner and dinner, 2 rounds of water/juice/coffee etc. ",Solo Leisure,5.0,nan
Boeing 747 / Boeing 777-200,Economy Class,4.0,June 2016,5.0,5.0,3.0,yes,SYD to DAC via BKK,4.0,Excellent service by Thai Airways from Sydney to Dhaka via Bangkok. Both flights served big portions of tasty food. Inflight entertainment was good but not the best. When I returned to Sydney found my bag damaged. Contacted Thai over the phone and sorted out the matter instantly. Within a week they replaced my bag with a new one. Will definitely recommend Thai - an excellent experience.,Couple Leisure,5.0,3.0
Boeing 747-400,Economy Class,5.0,June 2016,5.0,5.0,5.0,yes,SIN to BKK,5.0," |  Flew from Singapore to Bangkok on Thai Airways, it was quite an expensive ticket even though it's just a short 2 hour flight. Service onboard and on the ground were both excellent, food was delicious and Aircraft was clean, seats were very comfortable and IFE is very responsive, I will definitely fly with Thai Airways again in future.",Family Leisure,4.0,nan
A330,Economy Class,5.0,June 2016,5.0,5.0,nan,yes,BKK to CNX,5.0," |  Bangkok - Chiang Mai return on the oldest version of their A330. These aircraft offer no onboard entertainment, interior look tired, but I enjoy generous seat pitch in these plane, and they kept it clean. Overall service are fine, punctual and staffs are polite. Catering is a pleasant surprise since I expect a usual boring box of cold cut sandwiches, instead was served hot, tasty, tortilla roll with Thai style filling on both flight. Portion is smaller but I believe it is much more satisfying.",Solo Leisure,5.0,nan
747-400 and A380,Economy Class,4.0,June 2016,4.0,4.0,3.0,yes,SYD to LHR via BKK,5.0,"Thai Airways, 747 aircraft Sydney to Bangkok return and A380 Bangkok to London return. All flights were very good. Check in very efficient and friendly in all airports. Boarding of aircraft handled really well and with no fuss. All aircraft's were spotlessly clean. 747s although old were retrofitted on the inside with latest product. A380 aircraft very new. Seats very comfortable with excellent legroom for economy and good width and recline. Crew very professional on all flights. 2 hot meals served on all flights. Portion sizes small but quality very good. 2 meal choices for each meal service. Inflight entertainment shown via large screen and on demand. Selection reasonable certainly not the content of airlines like Emirates or Singapore Airlines, but enough choice of movies, tvs, music and games. Toilets kept very clean on all flights. Drinks and snacks served throughout the flights. Very impressed with the quality and consistency of Thai economy class and would highly recommend",Solo Leisure,5.0,nan
A380,Economy Class,5.0,May 2016,4.0,5.0,4.0,yes,LHR to BKK,4.0, | London Heathrow to Bangkok with Thai Airways as they offered the best option and was pleasantly surprised at the service and quality. Staff were very friendly and the seats were comfortable. The food portions were on the smaller side but was tasty enough. Entertainment was OK with enough choice. All in all it was a pleasant flight and highly recommend.,Business,5.0,nan
A380,First Class,2.0,April 2016,3.0,3.0,3.0,no,CDG to BKK,4.0," |  I'm a Star Alliance Gold member taking First Class from Paris to Bangkok in Apr 2016 with my 4 year old son. The onboard experience was not what we were expecting. There was a lack of foods and drinks and it was difficult to get crew attentions - most of the requests were forgotten. Our prior foods request were abandoned - front areas access limitation (front FC toilet, walkway, and lounge) requested for all other 15 first class passengers with only one back toilet.  We had 2nd meal during the flight as it's dinner time in Paris, my boy got a plate of omelette and I got a bowl of noodle.  I was having a bad choice to select Thai Airways. ",Family Leisure,2.0,nan
Boeing 777 / A330,Economy Class,5.0,May 2016,5.0,5.0,5.0,yes,CGK to BKK,5.0," |  Jakarta to Bangkok on B777-200 which is good aircraft, the flight attendants were friendly, boarding was fast and food that was served delicious and. BKK to CGK sector was by A330, the flight attendant were friendly, and again foods were good. However, the foods that were served should have Halal sticker.",Solo Leisure,5.0,nan
A330 / Boeing 787,Business Class,4.0,May 2016,3.0,4.0,4.0,yes,HKG to PER via BKK,4.0,"Hong Kong to Perth via Bangkok with Thai Airways. First sector was on A330, fairly comfortable seat although it's not the newest and angle lie-flat. For a short flight it's fine. Service is courteous and efficient. Plenty of drink rounds, warm and cool towels etc. Meals were of small portion but taste fine (Thai choice). On arrival in BKK, I used the smaller TG lounge at concourse E, it's relatively small and crowded, but still find seats. Onward journey on 787, a great plane with flat bed seat. It's only half full so very comfortable. Once again, service was impeccable and enthusiastic. Food was of small portion again. Served a second meal which was just fruits and sandwiches. Being a short 6 hour flight, I slept for about 2 hours, plane arrived slightly early. For the price I paid, I was satisfied with everything. If there is only one gripe, it's that both flights were parked on the tarmac instead of aero-bridge, we had to be bussed. Being back in their home base, this is quite a bad surprise. If in rainy weather, it could be quite troublesome. I feel this is their way of cutting costs here and there.",Solo Leisure,4.0,nan
Boeing 777-300ER,Economy Class,5.0,August 2016,4.0,5.0,3.0,yes,FRA to BKK,5.0,First time on Thai Airways from Frankfurt to Bangkok and vv on a business trip to Asia. Check-in in Frankfurt was fast and friendly. Boarding could be more efficient would they really enforce the boarding by rows. Inflight service came fast. They offered to refill the drinks 4 times. For each sector of the coach cabin they have a seperate cabin crew serving the sector. So after 1hour 15minutes after take off the trays were cleared. Some other airlines did not start service until than. Seat is comfortable with enough width (I am 186cm tall) and more recline than other airlines. The inflight entertainment could offer more German videos on this route perhaps too much for the Asian taste. Breakfast was also served very fast. After some waiting time at immigration in Thailand the bags were on the belt. In general nothing to complain. Almost same experience on the way back so I would certainly recommend this airline to South East Asia. Would also mention that both flight departed on time. The return flight arrived 15 min early in Frankfurt.,Business,4.0,nan
Boeing 747-400 /  777-300,Economy Class,5.0,August 2016,4.0,5.0,4.0,yes,MUC to HKT via BKK,5.0," |  Thai Airways from Munich to Bangkok, and was fully booked. The inflight service was top. Flight started on time and arrived 40 min early. Bangkok to Phuket was on an aging Boeing 777, but seats were very comfortable and spacious. Service top again. Return from Phuket to Bangkok was on a brand new Boeing 777-300 ER. Top service and ontime performance again, and from Bangkok to Munich on a Boeing 747-400 arrived 20 min early.",Family Leisure,4.0,nan
A320,Economy Class,2.0,July 2016,1.0,1.0,nan,no,BKK to CNX,3.0,"I had booked and paid tickets on Thai Airways to fly from Bangkok to Chiang Mai and the reservation did show the TG letters in front of the flight number. Being a Star Alliance Gold card when I checked in at the business counter I was refused the 20kg additional luggage allowance we are entitled to. And also told the flight would not give mileage. Explanation: this is a Thai Smiles filght, the supposedly low cost airline subsidiary of Thai. This is totally dishonest as this subsidiary of TG has as two letter code WE. I have flown on many low cost subsidiaries of major airlines, but all are coded under different 2 letters. So warning to my fellow passengers.",Solo Leisure,1.0,nan
A380,First Class,5.0,July 2016,1.0,5.0,3.0,yes,BKK to NRT,5.0, |  Bangkok to Tokyo Narita. I reached the airport a bit early and the First class check in counters were not open as apparently they open up only after the lounge opens at 5.10 am. Anyway the staff were nice and check in was done in the First class area while the staff offered us cold towels and water. You have a separate area for security and immigration for premium passengers and we were taken to our lounge on a buggy! The lounge staff greeted us in typical Thai hospitality and offered a selection of breakfast items from an i-pad menu. We also had one hour free usage of spa services which was excellent. the flight was slightly delayed and the pilot kept us informed. However the inflight service was very disappointing for First Class. A very limited menu for a 6 hour flight and they ran out of choices very soon. Something which should not happen in First really. Crew were ever so gracious but that does not serve it purpose really. Seats are comfortable and the amenity bag was very good. Toilet was spacious and well maintained and they offered free WiFi cards for usage of 20 mb. If only the catering could have been of a higher level then this flight would have been exemplary.,Business,3.0,3.0
A380-800,Economy Class,5.0,July 2016,4.0,3.0,4.0,yes,BKK to LHR,5.0," |  London to Bangkok return with Thai Airways. I had 2 great flights. The departures were on time, and IFE was quite impressive. As an aviation enthusiast, the A380 includes a tail camera and Thai lets passengers watch this camera on their own screen.  The seats and cabin was very clean, all the items where in the seat pouch along with the Thai magazine. I  reclined my seat and stayed asleep from the edge of Thailand till we entered Russian airspace. This meant that the cabin crew did not wake or disturb anyone, and the seats were very comfortable. The IFE movies were an OK selection. The IFE map was also standard. The food on the way to Thailand was tasty, I had chicken with fried rice, it was excellent! I tried a fruit platter on the way home and the fruit was a little dry however, but the croissant made up for it. Overall, I would really recommend Thai airways (especially on A380 routes) for long haul flights. I am yet to try the short haul with Thai. Thank you for a great experience!",Family Leisure,5.0,1.0
A380,First Class,5.0,July 2016,2.0,1.0,4.0,yes,KIX to BKK,5.0," |  Osaka to Bangkok was my first time flying in First Class on Thai Airways and it was quite disappointing. The lounge in Osaka Kansai is really bad and has nothing to offer except for good view of the tarmac. The A380 seats were worn out, but the saving grace were the crew who were extremely nice. What surprised me most was that the menu of Business class was better than the one in First from every aspect. The toilet of the A380 is extremely spacious and well kept. Upon arrival we were treated to an additional perk of being met airside and taken in a buggy to the immigration where we were escorted through a separate fats lane. At that busy hour with horrendous queues at immigration this made a huge difference really.",Business,2.0,3.0
A380,Business Class,4.0,July 2016,3.0,4.0,1.0,yes,CDG to BKK,4.0," |  Good service on board, comfortable seats. Food was excellent (dinner) from Paris, starters, salmon with a nice hollandaise, desert, everything was excellent. I would not say the same about my food experience on my way to Paris from Bangkok. It tasted like low cost economy class food at best. Breakfast was particularly bad, never had such bad ""scrambled eggs"" in my life, dry, tasteless, obviously made from processed eggs. Coffee on Thai is not to my taste at all. This time I skipped breakfast. This being said, when bought at a competitive price, Thai is fairly good value for money on their new fleet of 777 and 380.",Business,4.0,2.0
Boeing 777-200 /  777-200ER,Economy Class,5.0,July 2016,5.0,5.0,1.0,yes,AKL to CCU via BKK,5.0," |  Auckland to Calcutta via Bangkok with Thai Airways. AKL to BKK flight was around 12hours, food, cabin crew were excellent. Again the entertainment system was a big miss, the plane was old but clean and in excellent condition. Flight on time. Flights from Bangkok onwards to India can be a bit chaotic, maybe its a cultural thing, right from boarding to the chaos inside the plane. I feel for the cabin crews.",Solo Leisure,5.0,nan
