Aircraft,CabinFlown,CabinStaffService,DateFlown,FoodAndBeverages,GroundService,InflightEntertainment,Recommended,Route,SeatComfort,Textchunk,TypeOfTraveller,ValueForMoney,WifiAndConnectivity
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,Bangalore to Mumbai good quality from this budget airline. Flight on time leg room good and boarding a breeze. I will use IndiGo Airlines as it is value for money.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,Kolkata to Guwahati and Kolkata to Bangalore. Check-in okay not too friendly. Aircraft were new so cabins kept clean. Seats okay. Cabin crew better than ground crew. Cheap tickets. The only complaint is that the food is expensive - INR 150 for chicken sandwich is too much considering it's just a 2 piece sandwich which you can get for INR 50 at super-markets. The great thing about IndiGo is the on-time performance.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,Kolkata-Jaipur route on time clean aircraft and nice crew. One bad thing about this airline is that they do not even serve water at free. Snacks were expensive outside foods are allowed.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,DEL-CCU-DEL. Full flight outbound but seated in front row which was good. No queues at checkin nice crew cheerful and professional. Flight left on time and landed early - baggage was off within a few minutes wait. Coming back slightly less good check in experience - at airport several hours early after arriving in international - wouldn't let us check in until 2 hours before departure. When asked for front row seats were told we'd have to pay - got it free on outbound guess I was lucky! Flight crew again cheerful and attentive. Flight was early again bags took about 20 mins but that's par for the course in Delhi. Inflight food not paid and ok value for money.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,BDQ-HYD via BOM. The check-in at Vadodara was smooth though they did not give me through check in to Hyderabad. I had to claim my luggage and re-check in at Mumbai but it was smooth. Ground staff courteous and efficient. Aircraft clean cabin crew efficient and courteous. Boarding at Mumbai was chaotic. Overall not bad at all.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,BLR-BOM on the early morning flight. Cabin was clean. FAs attentive and courteous. We had pre-booked snacks and served a good Veg Sandwich and juice. Quite good. Other choices too were available.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,DEL-PNQ. Flight on time. Nice and clean aircraft. Wide range of snacks available for purchase though rates were exorbitant. The only negative point would be air hostesses being less interactive and involved.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,Kolkata to Hyderabad. Check-in staff pleasant. Cabin crew professional and courteous. Aircraft clean but seats very tight. For a 2-hour flight the low price was more important than seat comfort.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,Mumbai-Bangalore. Flight on time great service from airport check-in to end stage. Well planned and executed model for passenger satisfaction. Taken to the aircraft by bus this afternoon flight was full yet the flight attendants were calm and courteous. They worked seamlessly with an almost natural smile. Aircraft clean. Onboard options for food were plenty though slightly pricey.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,BLR-DEL return trip. Had a good experience yet again. The flights took had a timely pushback. Onward journey a bit delayed due to bad weather at BLR and the pilot had to change the takeoff runaway direction. Crew courteous and got my pre booked food. Return journey was uneventful as well. Will surely continue flying Indigo.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,Bombay-Jaipur return Pune-Nagpur. Easy check in and nice friendly staff in Bombay. On the return (Jaipur to Bombay) we were asked to carry no hand baggage onboard as it was a high security day. The airline could have informed us earlier as had breakable stuff in my hand baggage and they forced me to check it in. Pune to Nagpur efficient and competent crew.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,Connection at Madras to Hyderabad (coming from US) and back to Madras connecting to US. Both trips an hour long each. Ground Staff helpful at both ends cabin crew charming and helpful. A320 clean and comfortable ample room in overhead bins. Remembering yester-years of Indian Airlines service attitude it is amazing what the open market brought to traveling Indian public.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,Return flights from Goa to Delhi the experience was enjoyable with efficient checking in DEL-BOM. An efficient airline which prides itself at being on time with helpful air and ground crews. New clean aircraft - just one grouse though a low cost carrier it would be great if the leg space was better. I am about 6 feet tall and it becomes uncomfortable in case of flights which are over an hour or so.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,Return flights from Goa to Delhi the experience was enjoyable with efficient checking in friendly and polite cabin crew and new air planes.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,MUM-DEL. Excellent service - paid Rs300 for the front row which if you're my size is worth it! Inflight food is on a pay basis nothing special but it's good size portions and not bonkers expensive. Great inflight crew cheerful and engaging brand new planes. My first choice now for domestic Indian flights.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,DEL-CCU-DEL NAG-DEL a few times and happy to take IndiGo. The seat pitch makes me feel a little cramped at times but otherwise is excellent. The crew is courteous and always ready to help.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,Pune to Nagpur return. Smooth efficient check in. Flight 80 minutes with breakfast you can buy onboard. Due to turbulence the cart never got to where we were. Staff very pleasant. Return trip late evening flight. Delayed by 45 mins but managed to do a quick turn around and got us to Pune on time.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,no,nan,nan,SIN-DEL The flight was awful. I asked for an exit row seat and got the seat in front of exit row which did not recline. Had to sit upright for 6 hours. Babies hollering and crying everywhere. No food or drink unless you buy - they should at least serve a sandwich on an international flight - what does it cost? 50 cents?,nan,1.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,no,nan,nan,SIN-DEL The flight was awful. I asked for an exit row seat and got the seat in front of exit row which did not recline. Had to sit upright for 6 hours. Babies hollering and crying everywhere. No food or drink unless you buy - they should at least serve a sandwich on an international flight - what does it cost? 50 cents?,nan,1.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,Flew from Mumbai to Chennai on February 23rd 2012. Enjoyed the experience and was impressed with the service and the inflight magazine.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,BKK-BOM-BKK. Friendly crew. Check-in both in BKK and BOM easy. Food onboard was very expensive compared to Air Asia. I always carry snacks. Water free. Plane 2/3 full. Everything was so hassle-free that I have already booked two more flights on this route for May and October at the same price.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,Kolkata-Chennai-Pune leg. The airline offers a very good product with excellent staff to go with it. The aircraft is well-maintained and the staff know what they are offering. They are a low-cost carrier however they don't cut corners on security and service.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,no,nan,nan,"Airline staff at Ahmedabad were unprofessional and non-committal. Flight to Bangalore from Ahmedabad scheduled at 5 pm was delayed more than 3 hours and the behaviour of ground staff was irresponsible. As the expected time neared and no trace of the aircraft was seen the answer I got from ground staff was ""we don't know"". Arrival at Bangalore airport was chaotic. It took ground staff more than 40 minutes to put the baggage on the carrousel. Passengers arriving on other airlines were exiting the terminal before our baggage was even on the carrousel. Indigo was my preferred airline until my previous trip - a very steep deterioration in quality.",nan,1.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,BOM-DEL-BOM. Boarding was swift and passengers greeted by friendly cabin crew. The flight left on time and the service friendly with enough information was given by FA's. The flight on second leg was one hour late and IndiGo did manage to reach out passengers by sending SMS. Again friendly crew and clear information from FA's. The only downside is the food could be tastier. The food sold inflight has absolute no value of money and leg space is poor for an 188 cm man. I had to fit in and sit in slanting positing.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,BBI-DEL. Flight slightly delayed due to late departure at Delhi. Seated next to the exit no recline for the seat and the other passenger behind! Aircraft was clean although some parts broken. There were huge selections of snacks and beverages. Although the water comes in such a tiny glass you have to pay for it. Cabin Crew friendly and with a natural smile. Overall this airline is professional.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,DEL-BKK on newly introduced international service by Indigo. Clean aircraft everything BOB on time and professional crew. Not very different from domestic services the only difference that food is priced in USD. The highlight was great value fare booked well in advance.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,Did BOM-MAA once and doing my second today. Great crew. Very helpful at check-in. Courteous onboard and new aircraft's. Only hitch is food. While ticket rates are on par with Jet and AI particularly after KF problems one has to buy food and that too from a limited choice. Pre-booking is there but the website does not guide as to how.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,Ahmedabad to Pune on Indigo. Check in was easy fast and efficient. Clean plane with good service and a very friendly crew. On time and value for money.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,DEL-COK-DEL. Excellent flight both flights on time as we had pre-booked meals and seats check-in was a breeze. Overall highly recommended as a premium low cost carrier.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,DEL-COK-DEL. Excellent flight both flights on time as we had pre-booked meals and seats check-in was a breeze. Overall highly recommended as a premium low cost carrier.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,Overall a good experience from HYD-BLR-HYD and HYD-DEL. Planes are new and modern crew all young pleasant and helpful and speak perfect English. Seating is very tight - the person in from of me reclined their seat and it was in my face. They sell food which is tasty and well priced. One major negative as at check in at HYD. My company bought my ticket in the US and they asked me to produce the credit card. As I could not they denied me boarding until I bought another ticket which was very frustrating and almost caused me to miss the flight. They gave me an email print out for a refund but this is certainly not up to international standards.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,Goa to Mumbai on Sunday 5-8-2012. On time and welcomed by smiling crew. The plane was spotless and new. The food was reasonably priced and good. Short flight of 55 minutes. At the end the Pilot came out of the cabin to say goodbye to everybody.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,no,nan,nan,Dehli-Kathmandu-Dehli. Unfriendly staff they ask you to be at the airport 4 hours before departure for international flights and 2 hours for domestic flights. Arrived 3.5 hours early as anticipated no check-in counter was open. Nevertheless the plane seemed to be quite new and comfortable.,nan,1.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,"MAA-HYD. The crews are friendly the airplanes clean they still run a largely on-time operation and prices remain very affordable. The bad news is the pains associated with flying ""ultra low cost carriers"" are now beginning to inflict the airline. Seat selection was free the last time I flew them a couple of years ago but now they charge Rs. 100 per passenger. They also charge Rs. 50 to get a copy of your e-ticket at the airport. Neither one of those really bother me though. What does bother me is the bogus Rs. 200 ""convenience fee"" that you now have to pay to book online a fee that isn't disclosed until you get to the very last screen before payment. Even worse if you have to make a change to your reservation the ""convenience fee"" is charged every time you make a change. IndiGo is unfortunately picking up the bad habits of the Spirits and Ryanairs of the world though at least the service is very good for now anyway.",nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,no,nan,nan,Bangkok-Delhi. Plane was new though no inflight entertainment which most of them have. No food or beverage unless you buy. For a flight of 4.30 hours strange thing. A cup of premixed tea cost 100 THB (INR 170.00).,nan,1.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,Bangalore to Delhi return. Ground staff and cabin crew were friendly and efficient. The planes used also were new clean and comfortable. The food too was pretty good. However it is better that they sell at least a water bottle. Although they do sell water they provide it in paper cups and every time I had to pay Rs 40.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,no,nan,nan,BOM-LKO. Flew on Indigo thrice and all 3 flights were delayed. Paid extra to book seat of choice and meal. Check-in staff extremely rude and unfriendly. Cabin was not as clean as they rave about. Inflight cabin service without a smile. Only cold meals served. They also charge for wheelchairs with fares comparable to full service carriers. Not my choice and not recommended. Very pricey for a 'low cost airline'.,nan,1.0,nan
nan,Economy Class,5.0,nan,5.0,nan,nan,yes,nan,5.0,MAA-TRV and TRV-BOM. Easy to use website for online booking and immediate text confirmation to my mobile. Fast courteous check in . New aircraft comfortable seats and departures ahead of schedule. FAs were all smart friendly and attentive. Great fare and an extra 600 rupees (about £7.50) got me a reserved extra legroom seat food and drink. Food was fresh excellent quality and well presented. Everything about this airline was slick and professional with an element of fun. A great experience and highly recommended.,nan,5.0,nan
nan,Economy Class,5.0,nan,4.0,nan,nan,yes,nan,4.0,Morning Departure from Mumbai. There was a snaking queue at check -in but the staff were very prompt and I got my boarding pass in 10 mins. Clean aircraft and push back 5 mins ahead of schedule. Landed in Chennai 15 minutes ahead of scheduled time. Good value for money.,nan,5.0,nan
nan,Economy Class,5.0,nan,nan,nan,nan,yes,nan,nan,I was supposed to fly from Delhi to Mumbai this morning (10.25am) on Indigo but Delhi airport was heavily fogged out and the runway operations had been shut for a few hours. I was not informed of any impending cancellations or delays and proceeded to the airport a normal. Upon arrival I was very politely informed that no departures had taken place this day and Indigo were unsure when departures would take place. They immediately asked me if I would like to take the first available flight on the day but because of the fog and my return on the same evening I declined and requested them if they could delay and reschedule this by a few days later which they happily and professionally did at no extra cost or dreaded penalties. The whole affair was so well handled I was most impressed by Indigo's ground staff. This is one rare gem in the Indian aviation scene.,nan,5.0,nan
nan,Economy Class,5.0,nan,5.0,nan,5.0,yes,nan,5.0,For the first time my husband and I travelled with Indigo airlines 2 days ago and were very sceptical as it was a budget airline and we had slightly excess baggage. To our surprise from our very first contact with the Indigo airline staff to the end of our trip we were impressed. The lovely young lady at Mumbai airport greeted us with pleasantries checked in our luggage which was a bit above the limit. Once on board on our flight to Singapore we found the seats spacious and comfortable the crew courteous and professional. The inflight service was excellent and reasonably priced. We purchased some spiced chai and cookies that came beautifully packaged in a tin. Regular announcements by the crew were clear and polite. Would gladly travel Indigo Airlines again and highly recommend it.,nan,5.0,nan
nan,Economy Class,5.0,nan,4.0,nan,nan,yes,nan,2.0,Flew MAA-PNQ (Chennai-Pune). Excellent crew and food service. Seats were terrible and the plane was unclean. One thing I respect about IndiGo is their promptness. The problem with that was that as soon as all passengers had disembarked the next group boarded. Nevertheless the best domestic duty-free I've ever seen.,nan,5.0,nan
nan,Economy Class,3.0,nan,3.0,nan,1.0,no,nan,1.0,I travelled from Bangalore to Jaipur. The leg space between seats was the length of my iPad. If the seat in front is reclined it would hit you face. Very uncomfortable amongst the low cost carriers. Looks like the airline is interested in making money by cramming more seats.,nan,1.0,nan
nan,Economy Class,5.0,nan,4.0,nan,nan,yes,nan,4.0,BOM-DEL-BOM. Early morning departure from Bombay was on time and a good flight. Very full both ways. Good check in services and very courteous staff. Good airline to fly domestic.,nan,4.0,nan
nan,Economy Class,5.0,nan,2.0,nan,nan,yes,nan,3.0,Flew Kolkata-Bangalore via Chennai. Flight departed on time the aircraft despite being one of their older ones was clean and well-maintained. The crew were simply superb. Though the catering onboard should improve. The variety is very restricted. We made an early arrival at Bangalore despite a late arrival in Chennai. Will fly them again.,nan,5.0,nan
nan,Economy Class,5.0,nan,5.0,nan,nan,yes,nan,5.0,"COK-BOM. Check in at Cochin a breeze no queue at all. A320 was clean and modern. The flight attendants were active and friendly. on and arrived on time. In Mumbai the bags were out in ten minutes. Indigo made flying fun from Cabin Crew with their Leading Lady and Miss Indigo badges the aircraft steps had painted on the side ""Here comes the hot stepper"". The sandwiches to purchase in a box that said ""airwich"" even the cashew nuts came in a collectable tin which said ""Nut Case"" on it.",nan,5.0,nan
nan,Economy Class,4.0,nan,nan,nan,nan,yes,nan,4.0,BOM-BDQ on A320. Check-in was not as efficient as I have know Indigo to have. But it was not a problem. We were kept waiting for take-off due to congestion but flight itself was pretty standard efficient Indigo. The chief FA seemed rushed while making announcements.,nan,5.0,nan
nan,Economy Class,5.0,nan,4.0,nan,1.0,yes,nan,5.0,I flew from Delhi to Chennai. Good legroom space and good service by the cabin crew. The flight arrived early.,nan,5.0,nan
nan,Economy Class,4.0,nan,4.0,nan,4.0,yes,nan,4.0,Indigo from Mumbai to Goa and return. Flights were packed on both legs. We got emergency exit seats both ways as we asked for them. Great leg room and worth it for the 1 hour flight. Both flights on time. Service good. Planes are clean and they look new unlike many ageing Indian carriers. Value for money.,nan,5.0,nan
nan,Economy Class,5.0,nan,3.0,nan,1.0,yes,nan,3.0,I use Indigo regularly to fly BKK-DEL. Great airline with great fares! Easy to navigate website with no hidden costs. Never had any delays actual departure in many cases before the scheduled departure time. Extremely friendly and cheerful crew. Only complaint the rather expensive food and drink onboard and not accepting Indian currency on international flights.,nan,5.0,nan
nan,Economy Class,1.0,nan,nan,nan,nan,no,nan,2.0,26 May 2013 Jaipur to Chennai. I saw some dirty used cups and wet tissues in the seat pocket in front of me. I highlighted this immediately to the cabin crew whilst boarding was going on. Told it would be cleaned in the next clearance and nothing could be done at that time. I was shocked and surprised with this answer. The cleaning was done in Ahmedabad by ground staff and then the flight took off for my destination Chennai. On time performance took higher importance over cleanliness and hygiene. The attitude of cabin crew was horrible. I will never fly Indigo again.,nan,1.0,nan
nan,Economy Class,4.0,nan,nan,nan,nan,yes,nan,4.0,"Goa to Bombay. Flight delayed an hour ""due to runway issues"" in Goa. Ground staff very helpful and accommodating and blocked out 2 adjacent seats for us at the front of the aircraft. Aircraft (A320) was clean crew were efficient although a little harried with the buy-on-board meal service given the short flight time. Good value for money and would fly them again.",nan,4.0,nan
nan,Economy Class,4.0,nan,4.0,nan,nan,yes,nan,4.0,DEL-BLR-DEL. Both legs had a before time push back reached destination 10-15 mins early. Quick professional check-in. Had pre-ordered meals good value for money. Only problem with this airline is that you cannot just pre- book seats meals have to be booked with it otherwise highly recommended.,nan,4.0,nan
nan,Economy Class,5.0,nan,4.0,nan,nan,yes,nan,4.0,Early morning departure from Chennai to Delhi. Boarding process completed before time and on time push back. Clean aircraft with an efficient cabin crew. Landed on time in Delhi. One of the best airlines to fly in India.,nan,5.0,nan
nan,Economy Class,4.0,nan,2.0,nan,nan,yes,nan,4.0,New Delhi to Thiruvananthapuram via Kochi. Only Indigo has a direct flight in this sector at the time of writing. The flight experience was very good. Fare was cheap as booked early online selected the meal plus seating combination- Indigo Plus. Check-in and boarding was efficient flight departed and reached destination on time as per schedule. Though selected a standard seat on row 3the legroom was very comfortable. The aircraft was new and interior was clean. The only bad thing was the pre booked food booked online wasn't up to expected quality. Not sure whether its because we ordered vegetarian meal.,nan,4.0,nan
nan,Economy Class,5.0,nan,4.0,nan,nan,yes,nan,2.0,Used Indigo BOM-TRV for the first time main reason was no other suitable alternative available. The aircraft was spotless looked brand new and the crew attentive and very polite. Legroom is very limited but I knew that before so I can't complain and for a 2 hour flight I could survive it. Tasty snacks were sold at reasonable prices on board. Flight was on time.,nan,4.0,nan
nan,Economy Class,4.0,nan,nan,nan,nan,yes,nan,4.0,I flew with Indigo in August 2012. Given the hype about this airline I thought of giving them a try and they didn't disappoint. Website was easy to use. However I wish they'd allow pre-booking of seats at least for a nominal fee. You have to buy 'Indigo Plus' which is meals + seat so if you don't want a meal there will be no seat selection. Aircraft was an A320 and it was in excellent condition. Cabin crew was polite and friendly. Food is available for sale and water is provided in cups free of charge. However there isn't much space between the seats and does feel a little cramped.,nan,5.0,nan
nan,Economy Class,5.0,nan,nan,nan,nan,yes,nan,5.0,I booked my tickets through Indigo to travel to my hometown in Kolkata during Diwali. I am impressed with the services provided by Indigo. A320's were clean and spotless with great sitting arrangements and ample leg space.,nan,5.0,nan
nan,Economy Class,4.0,nan,nan,nan,nan,yes,nan,3.0,Delhi-Bangkok-Delhi. New A320 aircraft's were clean. Since it is a budget airline they are very particular about checked in baggage and charge for every extra kilo. Even some passengers were nasty the flight attendants were friendly. I took my meal from airport so it was better and cheaper than on board. The flights were on time. I would fly IndiGo again!,nan,5.0,nan
nan,Economy Class,4.0,nan,4.0,nan,nan,yes,nan,3.0,BLR-BOM return. On time departure arrival before scheduled time for both flights. Smooth check-in process and assignment of seats. Clean and spotless aircraft's legroom a bit limited though. Cabin crew very efficient and lot of smiles. Masala tea bought on board was tasty. Bus rides between gates and aircraft. On return leg we were transiting from SIN (different airline) and had excess baggage. They just checked the boarding passes for the international leg and did not charge anything extra as baggage fees!,nan,5.0,nan
nan,Economy Class,5.0,nan,5.0,nan,nan,yes,nan,4.0,Flew from MAA to PNQ on 4th October. Check went on smooth. The flight was on time. The sandwich served onboard was excellent. Very clean and new aircraft. The flight arrived ahead of scheduled time. Overall wonderful experience. I would definitely fly with them again.,nan,4.0,nan
nan,Economy Class,5.0,nan,4.0,nan,5.0,yes,nan,4.0,If you are looking to enjoy a comfortable flight then look no further than Indigo. I am quite fussy about my travelling because of which I have completely put my faith in Indigo Airlines. I love the fact that the flights are punctual and the passengers are not made to wait. The flight attendants welcome you with a warm smile and make you feel comfortable. The flights are well maintained and the washrooms are also hygienic. The crew and the management have certainly done a wonderful job in keeping their patrons happy and satisfied. There was plenty of legroom available on-board even though my flight was full. If you are planning to travel with elderly people then do not worry. The staff are extremely friendly. This airline has always been my preference over others. I will strongly recommend their services.,nan,4.0,nan
nan,Economy Class,5.0,nan,4.0,nan,4.0,yes,nan,4.0,My job requires plenty of flying and I am a frequent user of Indigo. Everything is up to the mark the only thing that bothers me is the legroom I will say that it is really not comfortable. Flying again in November with Indigo.,nan,4.0,nan
nan,Economy Class,4.0,nan,3.0,nan,1.0,yes,nan,2.0,I flew from Pune to Chennai economy class 12.00 noon flight. Friendly staff but bad food and very poor leg space compared to other airlines. Clean toilets staff are helpful and friendly. Will definitely fly with Indigo again.,nan,3.0,nan
nan,Economy Class,5.0,nan,4.0,nan,nan,yes,nan,5.0,DXB-DEL-DXB and was returning with my grandmother who was a wheelchair passenger. DXB-DEL the flight was half full and that allowed a lot of space to stretch out and sleep in comfort and while the outgoing service was excellent the return journey was par excellence. From the moment we arrived at T3 Delhi IGI our every need was met and every question answered with professionalism and friendliness. The ground handling staff member was very friendly and knowledgeable the check in staff at Delhi were very friendly and helpful and the crew of 6E21 provided service that cannot be faulted. I would have no hesitation in travelling with Indigo Airlines again.,nan,5.0,nan
nan,Economy Class,5.0,nan,4.0,nan,1.0,yes,nan,5.0,Afternoon departure from Chennai to Mumbai. Flight delayed but informed well in advance. Easy Check in. The aircraft was spotlessly clean. They managed to turnaround the aircraft in 20 minutes. Saw passengers disembarking from the previous flight at the same time when we were bussed to the aircraft which I thought was quite amazing. The cabin crew were very professional and took time to individually ask passengers on the feedback about the flight and quality of service. Will fly them again.,nan,5.0,nan
