Aircraft,CabinFlown,CabinStaffService,DateFlown,FoodAndBeverages,GroundService,InflightEntertainment,Recommended,Route,SeatComfort,Textchunk,TypeOfTraveller,ValueForMoney,WifiAndConnectivity
nan,Business Class,nan,nan,nan,nan,nan,yes,nan,nan,Comfortable seats friendly staff and large variety of food and drink. The planes used on North American routes are quite old and no AVOD which means being forced to watch one of 5 movies being played over and over. AVOD is available on the smaller A320s on shorter European routes. The same privileges are not available in economy - seating not that comfortable with little legroom but standard of food is ok. On the plus side they serve some form of snack on the ultra short routes to Beirut and Larnaca which usually don't exceed 50 minutes. Most problems other passengers have faced seem to be with connecting flights on RJ which I cant say I have experienced.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,BKK-AMM AMM-IST. Good meals clean and modern interiors (A310 BKK-AMM was recently refurbished but it's 20 years old). Embraer 190 from AMM-IST was surprisingly spacious for a smaller aircraft and this was the first time in years that I've had full meal service (as opposed to a plastic-wrap sandwich) on a two hour flight. No lost bags or anything. And I saw nothing wrong with Amman airport.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,Cyprus-Amman-Bangkok return. Usually use Emirates but RJ €600 cheaper so decided to try them. All flights were on time staff polite food quite good with a choice. Have now booked for 2010 and been able to reserve extra leg-room seats at no extra cost. I booked through their office in Nicosia and the staff were extremely helpful and friendly.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,no,nan,nan,I have travelled with RJ 8 times each time the standard of customer service has been awful. The staff appear to be untrained and struggle with basic procedures and are rude as a rule. Luggage has gone missing so many times now that when I have no other option but to fly with RJ I will only take a carry on bag. Just as a point of interest if they lose your bag which they seem to be very good at do not accept any offer they make regarding compensation (once the decide to answer your e mails phone calls letters etc) but hand the matter to a solicitor. I did and after 2 years I eventually received an out of court settlement which covered the loss together with a hefty legal bill that was paid by the airline!,nan,1.0,nan
nan,nan,nan,nan,nan,nan,nan,no,nan,nan,Do Not Fly Royal Jordanian. They are rude and do not care about customer service. I was travelling to Bahrain with three young children. Missed our flight in Chicago because of connecting delay - RJ's response was that it was not their fault their offer was to send us on our way 2 nights later with another night in Amman (no guarantee of hotel vouchers). Three nights in an airport are not a viable option with three young children. Now our 8 pieces of luggage apparently did not miss our flight - five have appeared in Bahrain via RJ but they say it is not their fault. It took me 4 days 3 nights and two sets of tickets (4 people) to make it to Bahrain and it looks like three suitcases full of clothing.You get what you pay for. Buyer be aware.,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,no,nan,nan,I am a Jordanian living in the USA. I travelled on Royal Jordanian the past 30 years many times and these are some of the worst nightmares me and my family experienced with this airlines. Flew from LAX to JFK to find out that we had no reservation to Amman on Royal Jordanian except for our three year old child even though we all had confirmed reservation and tickets. Outcome had to pay $600.00 to go to Chicago next day and take Royal Jordanian to Amman and arrived there with no luggage. Royal Jordanian deliver3d the luggage a week later with half of its content missing RJ did not address this issue or return our calls to this date. Amman to JFK. in Amman mechanical trouble two hours later we were sent to Alia hotel two persons to the room (me and a stranger!). Three hours later at the hotel around midnight we were told to get ready to go to the airport only to wait six more hours there for the flight. When we arrived at JFK almost 12 hours delay we were sent to a motel again two strangers to each room! Amman To Chicago. I arrived at Amman to find out my seats have been changed and the female employee there told me if I argued with her about the seat she would have me arrested! I now give all my business to Delta so dont have Royal Jordanian nightmares any more.,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,no,nan,nan,London-Amman. I have to take issue with RJs safety procedures. On this flight an off duty crew member in uniform was sitting in an emergency exit seat when he took down a large case from the overhead locker and put it in front of him. When I remonstrated with a member of the crew she asked him to remove it and he asked who had complained and she told him so we had a short conversation about safety. This is the nth time this has happened. Also people seem to be allowed to get up and empty the overhead locker before the aircraft has hardly left the runway.,nan,nan,nan
nan,Economy Class,nan,nan,nan,nan,nan,no,nan,nan,DTW-AMM check-in went smoothly but boarding was chaotic. Flight Attendants friendly and helpful and food was delicious. The in-flight entertainment was adequate not great though. My first complaint would be that there were lots of kids on-board and they were pushing the attendant buttons constantly which got really annoying. My second complaint would be that my seat was a little cramped. If you like to sleep on planes do not take RJ.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,CDG-AMM Y class A320. Check in was good inflight service excellent and AVOD great although the earplugs good do with some upgrading. Meal excellent choice of drinks 3 meal choices. Much better than AF.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,no,nan,nan,"JFK check-in was horrible. Check-in reps unfriendly and annoyed by questions asked. Boarding ticket reflected gate that was incorrect. The food was horrendous they allow children to run up and down aisles during the flight - a lot of children. They allowed passengers to get up and take their luggage from overhead bins as the plane was taxing down runway. At Amman airport people unfriendly and not helpful directing you through numerous counters you need to visit (visa exchange counter to buy visa to their ""custom"" counter"" back through security and on to luggage). I guess you get what you pay for.",nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,no,nan,nan,AMM-BKK-KUL. In-flight entertainment system is woeful not what you expected from the money. The flight was boring due to that.,nan,1.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,no,nan,nan,Tel Aviv to Amman and Amman to Bangkok. First flight only 35 mins and in a modern Airbus. Landed and parked a long way from terminal bussed to terminal in pouring rain not ideal. Amman to Bangkok an ageing Airbus reasonably well appointed but entertainment system very limited only 5 radio/music channels and a cabin displayed film. Flight smooth and uneventful managed to get good rest. Cabin crew responsive and cheerful food basic but edible. Overall not too bad but for a One World group airline expected better - there are many other options into and out of middle east that might now consider.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,AMM-DXB on RJ because of the unbeatable price of USD 150 one-way which was about the same or cheaper than Gulf low-cost careers. New A321 had AVOD on every seat with good selection of films. Food was good - choice of 3 selections on 3hr flight. Service could have been better specially from the Arabic female crew.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,no,nan,nan,LHR-BKK return. London to Amman flight was pretty good. Food ok and inflight entertainment fair. Amman to Bangkok total disaster. Crew didnt seem to care about anybody. About 6 hours into the flight the crew were sleeping and it took them 10 min to come and serve a glass of water. One of the toilets didn't work. Amman airport security was rude and unhelpful. Never fly with them again.,nan,1.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,no,nan,nan,VIE-AMM-BEY full plane. Clean cabin with fair service. Could choose between 2 meals. Food was good and some nice Jordanian wine was offered. The problem starts when you arrive. Royal Jordanian seem to be experts in losing bags. This is the second time it happened to me although there was plenty of time for the connection flight. Of course Royal Jordanian doesn't offer any compensation if the bags come later or never show up again. This is unacceptable for any other airline and should be changed.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,Traveled Aqaba-Amman-Heathrow booking exit row seating on both flights. Food was good with plenty of choice for what to drink. Aqaba airport is badly equipped and I don't think £7/litre for Perrier is good value. The staff there were clueless. Amman airport is coming along nicely and should be very pleasant when finished. The cabin crew were friendly and helpful.,nan,1.0,nan
nan,Business Class,nan,nan,nan,nan,nan,yes,nan,nan,"Business Class JFK-AMM-TLV returning Aqaba AMM-JFK. All flights on time transatlantic A340 had PTV screens with an adequate selection of entertainment. The service was very friendly and there was a flight attendant walking through the cabin at all times. There was a varied selection of food snacks and drinks. The legroom between seats 83"" was amazing and the lie flat bed was comfortable. The change of planes in Amman was easy - it's a very small airport. The overall experience was superior to any I have had with domestic airlines in the USA better than European carriers I have flown and almost as good as Asian airlines. I would not hesitate to recommend Royal Jordanian Airlines.",nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,YUL-AMM-YUL preassigned seats (exit row) were changed at check in. My wife and I were asked to sit separately even several rows apart. They finally found seats which are not as good as exit row but at least my wife and I can sit next to each other. On the return journey the same situation happened with the same resolution. Food average. Service good entertainment is average.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,MUC-BKK via AMM return. New A319 and A330 with PTV. Seat pitch good. Crew very friendly and helpful food very good in quantity and quality. Jordanian wine and beer was also offered. I can recommend Royal Jordanian.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,Muscat to Amman service on the plane good and food served a good quality in the economy class. Cabin is comfortable (Embraer 175) and the flight was not full. The minus point is the lack of entertainment onboard - maybe a negative point for people expecting entertainment.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,CAI-AMM and AMM-TLV first flight was fine. Check in boarding service and quality of meals were fine second leg was a disappointment. Upon arrival at the airport we were informed that our departure time had been changed and we had missed the last flight. For 20 minutes they looked for ways to blame me for the error yet they had all the details they had requested and yet no one informed us of any changes. In the end a manager conceded and organized a hotel and seats on the flight departing the next day. All of this could have been avoided by simply making us aware of the change.,nan,4.0,nan
nan,Business Class,nan,nan,nan,nan,nan,yes,nan,nan,GVA-AMM-CMB return in J-class. GVA-AMM on A319/320 seats are cradle-like 2x2. Adequate for a 4-hour flight. Outstanding catering and attention from FAs. AVOD worked fine with good selection. AMM-CMB segments on old A310 but clean looking interior. Angled flat seats. Only one meal offered on this 7 hour flight. A snack would have been nice towards the end.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,LHR-AMM-LHR in Economy on new A330 - flight was on time service excellent and food was tasty. Flight back was very different - we left the gate on time but 40 mins late to depart. My partner and I had reserved seats together which was confirmed by Royal Jordanian in Amman but on check in we were given seats apart. No explanation was given by Royal Jordanian as to why the seats were changed (there was no aircraft change). Staff in the nice Crown lounge (which we used as we both have BA Exec Club Gold card) tried to help and were apologetic but they could not do anything as flight was full. Food good on flight but flight attendants were not as friendly as on outbound flight.,nan,1.0,nan
nan,Business Class,nan,nan,nan,nan,nan,yes,nan,nan,Benghazi-Amman on new E75 regional jet. 1x2 seating in business with leather seats similar to US Domestic First but better service. On this 2 hr flight we had a choice of 3 hot meals on proper plates. Arrival into Amman remote stand and bussing - business pax were taken by a bus to the terminal. Five minutes later I was landside.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,Hong Kong to Amman (via Bangkok ) to Amsterdam. First leg in a refurbished A330-200. Good seats in economy good personal entertainment system. Crew nice and polite. Food outstanding. Second leg alright in A321. Amman airport is worn down but brings no hassle. For only 350 Euro I was satisfied.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,HKG-AMM-LHR both legs on a new A330. The plane was clean the food was excellent and the cabin crew were polite. There are two areas I would earmark for improvement. The first is the choice of movies & entertainment. Secondly a snack box on the galley would have been a pleasant addition to the flight especially the first leg which took over nine hours.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,MUC-AMM AMM-FRA. A319 on both legs good but not excellent legroom. Ordered veg-food for my wife and myself which was provided. IFE is both standard and AVOD with a decent choice of movies and music but not as wide as with the Gulf carriers. Quality of image on video and sound is poor ear-plugs are not good. FAs friendly and efficient both flights on time. On return flight used their web check-in which was a joke as we were given boarding passes again also no possibility to change seat while checking-in online. A hassle is the airport in AMM where you have to show Your passport and boarding pass thrice before boarding but hopefully this will be better with the new terminal once in operation. AMM Airport is undergoing reconstruction with a new terminal building so bussed to and from plane on both legs.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,TLV-AMM. Economy. Short flight on a smart Embraer aircraft. BAEC gold so allowed access to the Business lounge at TLV. Very little food bit of cake crackers etc surly staff. Prompt boarding. Surprisingly roomy onboard. Fruit juice in a carton brought round prior to take-off. A long taxi before takeoff. Bussed from aircraft to arrivals. Luggage off smartly and immigration cleared without a hitch.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,VIE-AMM-LHR on A320 and A330. Food quite good for Economy even choice of meal available on the A320 flight. AVOD on both planes staff friendly. AMM airport is rather unpleasant but the flights themselves were good.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,Amman-Amsterdam. Economy Class. Nice new-feeling interior with great entertainment selections. Flight attendants were helpful and friendly. A hot meal was served. Overall very comfortable flight.,nan,4.0,nan
nan,Business Class,nan,nan,nan,nan,nan,yes,nan,nan,The Business Class/Crown Class was amazing. Montreal to Amman. Very polite and friendly service from the cabin crew with an excellent choice of food. Entertainment was good with plenty of choice.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,no,nan,nan,Amman to Dammam was a disaster the plane was small the crew was disrespectful and the food was cold. There was no good entertainment during the flight I will not be flying Royal Jordanian again.,nan,1.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,JFK-AMM. Roundtrip flight was rather comfortable. Both flights were full and service was good. Each seat had a rather large on-demand video/audio screen. Food was adequate but nothing special. Two meals were served during this 11.5 hr flight. Although American Airlines details were in RJ's booking record after weeks with no AA credit I still needed to fax boarding passes and flight itinerary to AA to secure credit. I would take the RJ flight again since its nonstop from JFK-AMM.,nan,4.0,nan
nan,Business Class,nan,nan,nan,nan,nan,yes,nan,nan,CDG-AMM on A310 AMM-CDG on A321. Both cabins were fine. The A310 was pretty old but it had fully reclinable seats. Good food with several choices. Friendly flight attendants. Both flights were on time. Lounge at CDG (shared with AA) was inadequate but the one in AMM was excellent. Very good value for money. At AMM airport there are dedicated check-in and immigration counters. I was able to finish all formalities in 5min!,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,HKG-AMM-VIE: I was sceptical reading all the reviews but since I am a student and money is the deciding factor I decided to try it myself. My biggest worry after reading several reviews was the loss of my luggage but expecting nothing I was positively surprised. The stuff in HGK and on board was friendly. The food was good (it is not a 5-star restaurant but an airplane). The seat was comfortable/uncomfortable as all the airplane seats are in economy. Entertainment system was up-to-date and played many new and old movies (very good selection). The airport in Amman is small but clean and provides the necessary cafes and seating arrangements. At last my luggage arrived in Vienna. So all in all I can only report a positive experience with this airline especially for the price I paid (one way: EUR 300).,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,no,nan,nan,FCO-AMM AMM-DXB Check in was a disaster. Flights were delayed and late. Ground and in-flight staff are rude and don't know the basics of costumer service. We were not provided the seats we asked for and cabin crew refused to change us saying that the plane was full. Ordered veggie meal but was only provided in one leg of the flight. Overall will never use it again. Emirates or Etihad are much better.,nan,1.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,Vienna-Amman-Tel Aviv return. Generous legroom adjustable headrests and A320 with IFE screens. Crews delightful. VIE-AMM-VIE on mostly empty A321 food tasty and plentiful attentive service and IFE. AMM-TLV-AMM on Embraer - 25 minutes passengers get a fruit juice.,nan,4.0,nan
nan,Business Class,1.0,nan,1.0,nan,2.0,no,nan,2.0,"ORD-AMM. We were very disappointed by this experience. The flight left on time. However RJ's A340s are tired even in Crown Class. The cabin was clean but the equipment old. The TV monitor kept creeping down after raising it up which was so annoying. The food was terrible. The flight attendant presented a very nice menu with several courses. It turns out these are ""old"" menus and RJ has dropped some of the hors d'oeuvre soup and cheese selection. Food was served on a cart out of aluminium trays not very appealing. The crew were not friendly. So surprised as RJ's shorter flights are very good.",nan,3.0,nan
nan,Economy Class,2.0,nan,3.0,nan,4.0,no,nan,4.0,JFK-AMM-JFK. We had an infant and asked for a row with access to bassinet. At check-in we were told we had a bassinet seat and when we boarded we discovered that we did not have access to one. The crew were not helpful rude and even threatened to offload me and my family and void our tickets. Very poor experience.,nan,4.0,nan
nan,Business Class,4.0,nan,4.0,nan,4.0,yes,nan,5.0,We flew Chicago to Amman business class Amman to Cairo coach on to Amman and return to Chicago. We loved the business class seats because they are truly 180 degrees. We found the entertainment cleanliness food and service to be very good. We were delayed in Cairo when returning to Amman because of a sand storm and didn't know the reason for the delay until we arrived in Amman. Communication could have been better. Superb lounge in Amman.,nan,4.0,nan
nan,Economy Class,4.0,nan,3.0,nan,4.0,yes,nan,3.0,ORD-AMM-RUH in economy. The first flight was 12 hours - one service at the beginning of the flight and another before the end of this flight - an eight hour stretch with no service at all. Not a good impression. It is unusual to have breakfast before landing at 4pm. The flight to RUH was different. The service and food were outstanding. Slight delay on this flight pilot very apologetic. Cabin cleanliness comfort and inflight entertainment all respectable. Although not Qatar or Etihad overall RJ is a decent operation. But long haul can improve.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,"HKG-BKK-AMM in Economy Class. Check-in was swift and the flight on time. The aircraft was an A330-200 and was clean. Onboard there was AVOD with around 30 movies. The headphones could be kept and the crew pleasant. The meal was good drinks offered and a selection of juices. Seat-pitch was good at 32"" and I particularly liked the cream colour of the seats. All in all good value for money.",nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,VIE-AMN-DEL. Economy flight from Vienna on A320 clean new feeling interior friendly staff. AVOD available choice of 3 meals. Amman airport didn't make such a good impression old and uncomfortable. Flight to Delhi wasn't so good the cabin looked old no AVOD but good leg room and the meal was nice.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,no,nan,nan,We found the onboard services to be of a poor standard. Flying to Amman and returning to Kuala Lumpur we found the services provided inadequate and far below standard. We are frequent air commuters within the Asian and European arenas.,nan,1.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,no,nan,nan,AMM-KUL in Economy. On the BKK-KUL sector the cabin crew did not smile and most of the time they were indifferent to passengers. There was one incident where one flight steward shouted at a passenger who just came out of the lavatory to return to his seat as the seat belt sign came on. When I asked for a comment card later on one stewardess from the code share partner pretended not to hear and I had to raise my voice to get her attention. Definitely need a refresher course in dealing with passengers. A low cost carrier can do much better than this airline in my opinion.,nan,1.0,nan
nan,Business Class,nan,nan,nan,nan,nan,yes,nan,nan,AMM-SSH return in Business. A319 out E195 back. Good crew both directions. Nice snack served good drinks service available outbound but no drink offered on return leg. No towels offered on return leg although we did see towels taken to coach. Upon arrival at SSH curtain left open so stampede upon arrival. Return leg much better due to astute flight manager.,nan,4.0,nan
nan,Economy Class,nan,nan,nan,nan,nan,yes,nan,nan,TLV-AMM. Economy. Short flight on a smart Embraer aircraft. BAEC gold so allowed access to the Business lounge at TLV. Very little food bit of cake crackers etc surly staff. Prompt boarding. Surprisingly roomy onboard. Fruit juice in a carton brought round prior to take-off. A long taxi before takeoff. Bussed from aircraft to arrivals. Luggage off smartly and immigration cleared without a hitch.,nan,4.0,nan
nan,Economy Class,2.0,nan,3.0,nan,4.0,yes,nan,3.0,Amman to Hong Kong with a 1hr stop in Bangkok. I was pleasantly surprised with the new A330. A decent entertainment system but with a round trip of 11-13hrs each you would have seen all the movies and left with re-runs on your return. The food was ok on the first trip but on the return the options were limited and the food was generally too spicy out of Bangkok and no way to avoid it. The crew was still typical RJ crew some were quite nice but generally would ignore you if you called them they attended to me 45 minutes after! Plane was clean but seats not very comfortable for long trips and the headphones were not very good quality. Other than a minor delay in Bangkok the trip was actually quite good and restored my faith in RJ.,nan,3.0,nan
nan,Business Class,1.0,nan,4.0,nan,3.0,yes,nan,4.0,Bangkok to Hong Kong in Business Class. An otherwise superb experience ruined by the behaviour of one gate at BKK. Check-in swift and pleasant and given directions to the Thai Airways lounge. The flight was due to depart at 15.25 boarding time was 14.55. As we were coming towards the entrance to the gate lounge the lady in charge of dispatching the flight was waving her arms around and yelling at us to 'hurry up everyone else is onboard and you are keeping them waiting'. I checked the time on my watch it was 15.02. I was impressed by the Crown Class cabin on A330 aircraft. The J class cabin consisted of four rows of very comfortable sleeper seats in a 2x2x2 arrangement. The flight was only 2.45 in duration so I didn't get to test them in 'bed' mode but they were extremely comfortable to sit in. Inflight entertainment was on-demand but not as an extensive selection as some carriers. Surprised by the inflight service. The crew were very attentive and friendly and a full meal service was offered with appetizer and hot meal. Departed and arrived on time.,nan,4.0,nan
nan,Economy Class,2.0,nan,4.0,nan,4.0,yes,nan,2.0,Flew from Bangkok to Tel Aviv via Amman. Aircraft was clean and the first flight early. My gluten free meal (fish with vegetables) was great for aircraft food. The remote control for my entertainment did not work but otherwise the entertainment was okay a reasonable selection. The negatives were the seat (very uncomfortable after only a couple of hours and staff were aloof and did not respond to my call bell. The leg to Tel Aviv takes only half an hour so nothing can really go wrong there was just a 20 minute delay that was fully explained. I would travel with them again because of the price but not eagerly.,nan,3.0,nan
